,loss,accuracy,val_loss,val_accuracy
0,4.338781356811523,0.9218184351921082,4.324738502502441,0.9213896989822388
1,4.319406509399414,0.9240393042564392,4.315241813659668,0.9247106313705444
2,4.312674045562744,0.9253077507019043,4.308634281158447,0.9262604713439941
3,4.314157009124756,0.9257309436798096,4.309288024902344,0.9261783957481384
4,4.3121337890625,0.9261480569839478,4.319512367248535,0.9260327816009521
5,4.3027825355529785,0.9271595478057861,5.923734188079834,0.9272738695144653
6,4.30148983001709,0.9271335601806641,4.362546443939209,0.9270802140235901
7,4.3000359535217285,0.927365779876709,7.381325721740723,0.8863731026649475
8,4.2979841232299805,0.9276654720306396,4.3005218505859375,0.9278624057769775
9,4.295711517333984,0.9279531240463257,8.594598770141602,0.8797047138214111
