x,y,color,target
2.81,-3.0,Y,1.0
2.81,3.0,B,1.0
7.29,-3.0,Y,1.0
7.29,3.0,B,1.0
11.78,-3.0,Y,1.0
11.78,3.0,B,1.0
16.27,-3.0,Y,1.0
16.27,3.0,B,1.0
20.76,-3.0,Y,1.0
20.76,3.0,B,1.0
25.25,-3.0,Y,1.0
25.25,3.0,B,1.0
29.84,-2.98,Y,1.0
29.96,3.09,B,1.0
34.14,-2.79,Y,1.0
34.39,3.33,B,1.0
38.66,-2.57,Y,1.0
38.93,3.49,B,1.0
42.93,-2.57,Y,1.0
42.93,3.43,B,1.0
47.23,-3.05,Y,1.0
47.23,2.95,B,1.0
51.53,2.03,B,1.0
51.32,-4.81,Y,1.0
55.95,-0.89,B,1.0
58.63,-4.91,B,1.0
54.33,-8.21,Y,1.0
61.15,-8.44,B,1.0
55.87,-12.52,Y,1.0
61.87,-12.52,B,1.0
56.35,-16.71,Y,1.0
62.35,-16.71,B,1.0
62.34,-20.87,B,1.0
56.16,-20.97,Y,1.0
61.85,-25.05,B,1.0
55.39,-25.11,Y,1.0
60.81,-30.13,B,1.0
53.68,-29.09,Y,1.0
59.23,-34.04,B,1.0
51.73,-32.82,Y,1.0
56.16,-37.71,B,1.0
54.3,-41.26,B,1.0
48.92,-36.86,Y,1.0
51.44,-44.36,B,1.0
45.86,-39.76,Y,1.0
48.2,-47.05,B,1.0
44.55,-49.77,B,1.0
41.63,-42.29,Y,1.0
40.78,-51.65,B,1.0
37.8,-44.04,Y,1.0
35.79,-53.01,B,1.0
0.56,0.0,M,
3.37,0.0,M,
6.17,0.0,M,
8.98,0.0,M,
11.78,0.0,M,
14.59,0.0,M,
17.39,0.0,M,
20.2,0.0,M,
23.0,0.0,M,
25.81,0.0,M,
28.84,0.02,M,
32.41,0.17,M,
36.14,0.37,M,
39.93,0.49,M,
43.66,0.39,M,
47.23,-0.05,M,
50.53,-0.97,M,
53.43,-2.5,M,
55.84,-4.77,M,
57.63,-7.91,M,
58.87,-12.52,M,
59.38,-17.76,M,
59.02,-23.01,M,
57.81,-28.13,M,
55.76,-32.98,M,
52.95,-37.43,M,
49.44,-41.36,M,
45.33,-44.65,M,
40.74,-47.23,M,
35.79,-49.01,M,
