x,y,color,target
3.55,-3.2,Y,1.0
3.55,2.8,B,1.0
7.87,-4.05,Y,1.0
7.87,1.95,B,1.0
11.8,0.93,B,1.0
11.62,-5.91,Y,1.0
16.14,-2.39,B,1.0
15.44,-8.11,Y,1.0
20.15,-4.72,B,1.0
18.77,-11.36,Y,1.0
23.36,-8.06,B,1.0
25.52,-11.98,B,1.0
22.01,-14.73,Y,1.0
28.34,-15.01,B,1.0
23.5,-19.31,Y,1.0
30.18,-18.84,B,1.0
25.07,-23.08,Y,1.0
31.81,-23.25,B,1.0
26.57,-26.94,Y,1.0
32.72,-27.57,B,1.0
27.57,-31.22,Y,1.0
30.17,-34.6,Y,1.0
34.68,-31.14,B,1.0
34.76,-37.55,Y,1.0
38.23,-33.4,B,1.0
37.8,-40.19,Y,1.0
42.34,-35.28,B,1.0
42.14,-41.95,Y,1.0
46.96,-36.89,B,1.0
46.89,-43.49,Y,1.0
50.86,-44.36,Y,1.0
50.86,-38.36,B,1.0
54.85,-45.49,Y,1.0
54.85,-39.49,B,1.0
59.8,-40.65,B,1.0
58.76,-46.94,Y,1.0
64.5,-42.2,B,1.0
63.4,-48.54,Y,1.0
68.77,-43.98,B,1.0
67.55,-50.37,Y,1.0
71.89,-46.75,B,1.0
71.38,-52.88,Y,1.0
75.38,-48.88,B,1.0
77.78,-52.09,B,1.0
78.23,-57.17,B,1.0
71.39,-57.39,Y,1.0
77.39,-61.39,B,1.0
70.08,-61.63,Y,1.0
74.08,-65.63,B,1.0
71.67,-70.2,B,1.0
67.04,-66.12,Y,1.0
64.55,-69.9,Y,1.0
68.55,-73.9,B,1.0
61.41,-73.85,Y,1.0
67.41,-77.85,B,1.0
59.99,-78.97,Y,1.0
65.79,-82.03,B,1.0
59.65,-84.27,Y,1.0
66.0,-86.49,B,1.0
60.75,-89.76,Y,1.0
67.96,-90.07,B,1.0
63.74,-93.24,Y,1.0
1.22,-0.02,M,
6.83,-0.78,M,
11.72,-2.47,M,
15.93,-4.94,M,
19.5,-8.01,M,
22.49,-11.5,M,
24.92,-15.25,M,
26.85,-19.07,M,
28.33,-22.81,M,
29.4,-26.29,M,
30.29,-29.57,M,
32.17,-32.6,M,
35.08,-35.11,M,
38.8,-37.19,M,
43.14,-38.95,M,
47.89,-40.49,M,
52.85,-41.93,M,
57.82,-43.35,M,
62.59,-44.88,M,
66.96,-46.6,M,
71.85,-49.45,M,
74.78,-53.09,M,
75.13,-56.96,M,
73.6,-61.06,M,
70.91,-65.4,M,
67.77,-69.99,M,
64.9,-74.84,M,
62.99,-79.97,M,
62.77,-85.38,M,
64.96,-91.07,M,
