x,y,color,target
3.11,-3.23,Y,1.0
3.11,2.77,B,1.0
7.9,1.81,B,1.0
7.65,-4.93,Y,1.0
12.09,-1.32,B,1.0
11.31,-7.0,Y,1.0
16.0,-3.63,B,1.0
14.51,-10.37,Y,1.0
19.07,-7.11,B,1.0
22.08,-11.26,B,1.0
16.52,-14.08,Y,1.0
24.03,-15.48,B,1.0
18.34,-18.34,Y,1.0
25.14,-19.95,B,1.0
19.7,-22.54,Y,1.0
25.95,-24.25,B,1.0
20.14,-26.73,Y,1.0
26.14,-29.32,B,1.0
19.68,-30.97,Y,1.0
25.32,-34.55,B,1.0
18.6,-35.7,Y,1.0
24.24,-39.28,B,1.0
17.52,-40.43,Y,1.0
23.16,-44.01,B,1.0
16.44,-45.16,Y,1.0
22.08,-48.74,B,1.0
15.36,-49.89,Y,1.0
21.0,-53.47,B,1.0
14.28,-54.62,Y,1.0
19.93,-58.19,B,1.0
13.21,-59.35,Y,1.0
18.85,-62.92,B,1.0
12.13,-64.08,Y,1.0
17.77,-67.65,B,1.0
11.05,-68.81,Y,1.0
16.69,-72.38,B,1.0
9.97,-73.53,Y,1.0
15.61,-77.11,B,1.0
8.89,-78.26,Y,1.0
14.53,-81.84,B,1.0
7.81,-82.99,Y,1.0
13.45,-86.57,B,1.0
6.73,-87.72,Y,1.0
12.37,-91.3,B,1.0
5.65,-92.45,Y,1.0
11.29,-96.03,B,1.0
4.57,-97.18,Y,1.0
10.21,-100.76,B,1.0
3.49,-101.91,Y,1.0
9.13,-105.48,B,1.0
2.41,-106.64,Y,1.0
8.05,-110.21,B,1.0
1.43,-110.6,Y,1.0
6.74,-115.77,B,1.0
-0.44,-114.64,Y,1.0
5.12,-119.5,B,1.0
2.23,-123.48,B,1.0
-2.82,-118.73,Y,1.0
-1.09,-126.78,B,1.0
-6.58,-121.34,Y,1.0
-4.58,-129.34,B,1.0
-10.66,-122.95,Y,1.0
-8.66,-130.95,B,1.0
-13.31,-131.83,B,1.0
-14.83,-124.11,Y,1.0
-17.94,-132.61,B,1.0
-19.53,-124.86,Y,1.0
-21.93,-133.25,B,1.0
-23.55,-125.55,Y,1.0
-25.99,-134.08,B,1.0
1.06,-0.03,M,
5.99,-0.89,M,
10.3,-2.82,M,
14.0,-5.63,M,
17.07,-9.11,M,
19.52,-13.08,M,
21.34,-17.34,M,
22.54,-21.68,M,
23.1,-25.92,M,
23.03,-29.85,M,
21.96,-35.13,M,
20.16,-43.01,M,
18.36,-50.89,M,
16.57,-58.77,M,
14.77,-66.65,M,
12.97,-74.53,M,
11.17,-82.42,M,
9.37,-90.3,M,
7.57,-98.18,M,
5.77,-106.06,M,
4.1,-112.71,M,
2.12,-117.5,M,
-0.29,-121.12,M,
-3.09,-123.78,M,
-6.23,-125.66,M,
-9.66,-126.95,M,
-13.31,-127.83,M,
-17.16,-128.49,M,
-21.13,-129.11,M,
-25.18,-129.89,M,
