x,y,color,target
0.2,-3.5,3,1.0
-0.2,-3.5,3,1.0
0.2,3.5,3,1.0
-0.2,3.5,3,1.0
5.01,-2.1,1,1.0
5.1,4.74,2,1.0
9.94,-1.14,1,1.0
10.11,4.86,2,1.0
14.96,-1.21,1,1.0
15.13,4.79,2,1.0
19.98,-1.27,1,1.0
20.14,4.72,2,1.0
24.99,-1.34,1,1.0
25.16,4.66,2,1.0
30.01,-1.41,1,1.0
30.18,4.59,2,1.0
35.02,-1.47,1,1.0
35.19,4.52,2,1.0
40.04,-1.54,1,1.0
40.21,4.46,2,1.0
45.06,-1.61,1,1.0
45.22,4.39,2,1.0
50.07,-1.67,1,1.0
50.24,4.32,2,1.0
55.09,-1.74,1,1.0
55.26,4.26,2,1.0
60.3,-1.73,1,1.0
60.44,4.67,2,1.0
65.24,-0.64,1,1.0
64.82,7.13,2,1.0
69.72,1.58,1,1.0
69.32,9.36,2,1.0
74.22,3.8,1,1.0
73.82,11.58,2,1.0
78.72,6.03,1,1.0
78.31,13.81,2,1.0
83.21,8.25,1,1.0
82.81,16.04,2,1.0
87.71,10.48,1,1.0
87.3,18.26,2,1.0
92.27,12.73,1,1.0
91.93,20.41,2,1.0
96.92,14.83,1,1.0
96.68,22.23,2,1.0
101.58,16.8,1,1.0
101.62,23.28,2,1.0
106.58,17.7,1,1.0
107.65,23.79,2,1.0
111.69,17.38,1,1.0
112.73,23.14,2,1.0
117.54,21.72,2,1.0
116.33,15.31,1,1.0
121.83,18.76,2,1.0
120.59,12.52,1,1.0
125.64,15.52,2,1.0
124.8,9.73,1,1.0
129.27,7.32,1,1.0
130.15,13.18,2,1.0
134.46,7.29,1,1.0
134.96,14.66,2,1.0
139.14,9.78,1,1.0
143.27,13.88,1,1.0
145.73,18.34,1,1.0
137.82,18.77,2,1.0
146.5,23.34,1,1.0
138.58,23.84,2,1.0
147.24,28.3,1,1.0
139.32,28.8,2,1.0
147.98,33.27,1,1.0
140.06,33.76,2,1.0
148.72,38.23,1,1.0
140.8,38.73,2,1.0
149.46,43.19,1,1.0
141.53,43.69,2,1.0
150.2,48.15,1,1.0
142.27,48.65,2,1.0
150.94,53.11,1,1.0
143.01,53.61,2,1.0
151.68,58.08,1,1.0
143.75,58.57,2,1.0
152.42,63.04,1,1.0
144.49,63.53,2,1.0
153.16,68.0,1,1.0
145.23,68.5,2,1.0
153.26,73.06,1,1.0
144.17,73.53,2,1.0
151.94,77.96,1,1.0
148.71,81.83,1,1.0
140.9,77.42,2,1.0
144.96,85.13,1,1.0
137.13,80.73,2,1.0
141.19,88.44,1,1.0
133.37,84.04,2,1.0
137.42,91.75,1,1.0
129.6,87.35,2,1.0
133.65,95.06,1,1.0
125.83,90.66,2,1.0
129.88,98.37,1,1.0
122.0,94.06,2,1.0
126.2,101.78,1,1.0
118.4,97.65,2,1.0
122.72,105.51,1,1.0
115.1,101.43,2,1.0
119.49,109.44,1,1.0
111.95,105.36,2,1.0
116.25,113.29,1,1.0
112.29,116.47,1,1.0
108.09,108.56,2,1.0
107.29,117.3,1,1.0
103.06,109.09,2,1.0
102.29,116.98,1,1.0
98.08,108.15,2,1.0
97.35,115.99,1,1.0
93.18,107.1,2,1.0
92.44,114.94,1,1.0
88.27,106.05,2,1.0
87.54,113.89,1,1.0
83.37,104.99,2,1.0
82.63,112.84,1,1.0
78.46,103.94,2,1.0
77.73,111.78,1,1.0
73.54,102.92,2,1.0
72.72,110.8,1,1.0
68.45,102.5,2,1.0
67.67,110.53,1,1.0
63.42,102.72,2,1.0
62.6,111.16,1,1.0
58.41,103.69,2,1.0
57.8,112.91,1,1.0
53.47,105.05,2,1.0
53.23,115.18,1,1.0
49.03,108.31,2,1.0
44.62,110.68,2,1.0
49.07,117.98,1,1.0
40.87,114.15,2,1.0
45.55,121.56,1,1.0
41.46,124.57,1,1.0
36.72,116.96,2,1.0
37.01,126.89,1,1.0
32.27,119.28,2,1.0
32.57,129.21,1,1.0
27.82,121.6,2,1.0
28.12,131.53,1,1.0
23.38,123.92,2,1.0
23.67,133.85,1,1.0
18.93,126.24,2,1.0
19.22,136.17,1,1.0
14.48,128.56,2,1.0
14.77,138.49,1,1.0
10.03,130.87,2,1.0
10.32,140.81,1,1.0
5.58,133.19,2,1.0
5.88,143.13,1,1.0
1.13,135.51,2,1.0
1.43,145.45,1,1.0
-3.31,137.83,2,1.0
-3.2,147.79,1,1.0
-7.87,140.03,2,1.0
-8.36,148.58,1,1.0
-13.84,148.01,1,1.0
-12.94,139.59,2,1.0
-18.17,145.26,1,1.0
-16.88,136.29,2,1.0
-21.46,141.46,1,1.0
-19.76,132.18,2,1.0
-24.34,137.36,1,1.0
-22.65,128.07,2,1.0
-27.22,133.25,1,1.0
-25.53,123.97,2,1.0
-30.1,129.15,1,1.0
-28.41,119.86,2,1.0
-32.99,125.04,1,1.0
-31.29,115.76,2,1.0
-35.87,120.93,1,1.0
-34.17,111.65,2,1.0
-38.75,116.83,1,1.0
-37.06,107.54,2,1.0
-41.63,112.72,1,1.0
-39.94,103.44,2,1.0
-44.52,108.62,1,1.0
-42.82,99.33,2,1.0
-47.4,104.51,1,1.0
-50.55,100.4,1,1.0
-45.3,94.84,2,1.0
-51.44,95.28,1,1.0
-51.29,90.21,1,1.0
-45.23,89.6,2,1.0
-50.53,84.92,1,1.0
-44.46,84.56,2,1.0
-49.48,80.01,1,1.0
-43.38,79.62,2,1.0
-48.2,75.08,1,1.0
-42.09,74.66,2,1.0
-47.07,70.18,1,1.0
-40.38,69.94,2,1.0
-45.49,65.2,1,1.0
-38.71,64.88,2,1.0
-43.72,60.06,1,1.0
-37.04,60.16,2,1.0
-41.97,55.29,1,1.0
-35.23,55.36,2,1.0
-40.08,50.46,1,1.0
-33.29,50.52,2,1.0
-38.08,45.62,1,1.0
-31.25,45.69,2,1.0
-35.98,40.81,1,1.0
-29.12,40.9,2,1.0
-33.8,36.06,1,1.0
-26.91,36.19,2,1.0
-31.55,31.42,1,1.0
-24.63,31.61,2,1.0
-29.24,26.93,1,1.0
-22.07,26.75,2,1.0
-26.65,22.21,1,1.0
-19.46,22.15,2,1.0
-23.27,18.16,1,1.0
-17.6,17.48,2,1.0
-20.4,13.66,1,1.0
-14.26,13.59,2,1.0
-18.02,9.26,1,1.0
-10.96,9.39,2,1.0
-14.72,5.12,1,1.0
-7.28,5.59,2,1.0
-11.06,1.4,1,1.0
-6.98,-1.86,1,1.0
0.01601716196021992,0.0048051485880659765,M,
0.09610297176131953,0.02883089152839586,M,
0.17618878156241916,0.052856634468725745,M,
0.2562745913635187,0.07688237740905562,M,
0.33636040116461835,0.1009081203493855,M,
0.41644621096571793,0.12493386328971538,M,
0.4965320207668176,0.14895960623004526,M,
0.5766178305679173,0.17298534917037517,M,
0.6567036403690167,0.19701109211070503,M,
0.7367894501701164,0.2210368350510349,M,
0.816875259971216,0.2450625779913648,M,
0.8969610697723156,0.26908832093169466,M,
0.9770468795734152,0.29311406387202454,M,
1.0571326893745148,0.31713980681235443,M,
1.1372184991756145,0.34116554975268437,M,
1.2173043089767142,0.3651912926930142,M,
1.2973901187778136,0.3892170356333441,M,
1.377475928578913,0.4132427785736739,M,
1.457561738380013,0.43726852151400386,M,
1.5376475481811125,0.46129426445433375,M,
1.6177333579822122,0.48532000739466363,M,
1.6978191677833117,0.5093457503349935,M,
1.7779049775844111,0.5333714932753233,M,
1.857990787385511,0.5573972362156533,M,
1.9380765971866107,0.5814229791559832,M,
2.01816240698771,0.605448722096313,M,
2.09824821678881,0.629474465036643,M,
2.1783340265899094,0.6535002079769727,M,
2.258419836391009,0.6775259509173026,M,
2.3385056461921088,0.7015516938576326,M,
2.4185914559932082,0.7255774367979624,M,
2.4986772657943077,0.7496031797382923,M,
2.578763075595407,0.7736289226786222,M,
2.658848885396507,0.797654665618952,M,
2.738934695197606,0.8216804085592818,M,
2.8190205049987065,0.8457061514996119,M,
2.899106314799806,0.8697318944399417,M,
2.9791921246009054,0.8937576373802716,M,
3.0592779344020054,0.9177833803206016,M,
3.139363744203105,0.9418091232609314,M,
3.219449554004204,0.9658348662012611,M,
3.2995353638053038,0.9898606091415911,M,
3.3796211736064037,1.013886352081921,M,
3.4597069834075027,1.037912095022251,M,
3.539792793208602,1.0619378379625806,M,
3.6198786030097025,1.0859635809029107,M,
3.699964412810802,1.1099893238432406,M,
3.7800502226119015,1.1340150667835704,M,
3.8601360324130014,1.1580408097239003,M,
3.940221842214101,1.1820665526642302,M,
4.0203076520152,1.2060922956045599,M,
4.100393461816299,1.23011803854489,M,
4.1804792716174,1.2541437814852199,M,
4.260565081418499,1.2781695244255498,M,
4.340650891219598,1.3021952673658794,M,
4.420736701020699,1.3262210103062095,M,
4.500822510821798,1.3502467532465392,M,
4.580908320622897,1.3742724961868693,M,
4.6609941304239975,1.3982982391271992,M,
4.741079940225097,1.422323982067529,M,
5.220577238367295,1.5563512675463933,M,
6.317825135875492,1.775228332911599,M,
7.431977078114803,1.8778225234557642,M,
8.43789265323571,1.8786086698817777,M,
9.273939702355651,1.8675335991772337,M,
10.109986751475592,1.8564585284726898,M,
10.946033800595533,1.8453834577681458,M,
11.782080849715475,1.8343083870636017,M,
12.618127898835414,1.8232333163590577,M,
13.454174947955355,1.8121582456545138,M,
14.290221997075296,1.8010831749499698,M,
15.126269046195237,1.7900081042454257,M,
15.96231609531518,1.7789330335408817,M,
16.798363144435122,1.7678579628363378,M,
17.634410193555063,1.7567828921317936,M,
18.470457242675003,1.7457078214272497,M,
19.306504291794944,1.7346327507227057,M,
20.142551340914885,1.7235576800181618,M,
20.978598390034826,1.7124826093136176,M,
21.814645439154766,1.7014075386090737,M,
22.650692488274707,1.6903324679045297,M,
23.486739537394648,1.6792573971999856,M,
24.32278658651459,1.6681823264954416,M,
25.158833635634526,1.6571072557908977,M,
25.99488068475447,1.6460321850863537,M,
26.830927733874407,1.6349571143818096,M,
27.66697478299435,1.6238820436772656,M,
28.503021832114293,1.6128069729727215,M,
29.339068881234233,1.6017319022681775,M,
30.17511593035417,1.5906568315636336,M,
31.011162979474115,1.5795817608590896,M,
31.847210028594056,1.5685066901545457,M,
32.683257077713996,1.5574316194500015,M,
33.51930412683394,1.5463565487454576,M,
34.35535117595388,1.5352814780409136,M,
35.19139822507381,1.5242064073363695,M,
36.02744527419376,1.5131313366318255,M,
36.86349232331369,1.5020562659272816,M,
37.69953937243365,1.4909811952227376,M,
38.53558642155359,1.4799061245181935,M,
39.37163347067353,1.4688310538136495,M,
40.20768051979346,1.4577559831091056,M,
41.043727568913404,1.4466809124045614,M,
41.879774618033345,1.4356058417000175,M,
42.715821667153286,1.4245307709954735,M,
43.551868716273226,1.4134557002909296,M,
44.38791576539317,1.4023806295863854,M,
45.22396281451311,1.3913055588818415,M,
46.060009863633056,1.3802304881772973,M,
46.89605691275299,1.3691554174727534,M,
47.73210396187293,1.3580803467682094,M,
48.56815101099288,1.3470052760636655,M,
49.40419806011281,1.3359302053591215,M,
50.24024510923275,1.3248551346545776,M,
51.07629215835269,1.3137800639500334,M,
51.91233920747264,1.3027049932454893,M,
52.748386256592575,1.2916299225409453,M,
53.584433305712516,1.2805548518364014,M,
54.420480354832456,1.2694797811318574,M,
55.2565274039524,1.2584047104273135,M,
56.092574453072345,1.2473296397227693,M,
56.92862150219228,1.2362545690182254,M,
57.76466855131222,1.2251794983136814,M,
58.82279319697868,1.2339765395754991,M,
60.02250689170736,1.3571745472044228,M,
61.20268382607646,1.6055152446070533,M,
62.35030717963909,1.9762595456568928,M,
63.4527191832939,2.4653183075670135,M,
63.82740306929389,2.650753786791643,M,
64.20208695529386,2.836189266016272,M,
64.57677084129385,3.021624745240901,M,
64.95145472729384,3.2070602244655304,M,
65.32613861329382,3.3924957036901597,M,
65.7008224992938,3.577931182914789,M,
66.07550638529379,3.7633666621394184,M,
66.45019027129378,3.9488021413640473,M,
66.82487415729376,4.134237620588677,M,
67.19955804329375,4.319673099813306,M,
67.57424192929373,4.505108579037935,M,
67.94892581529372,4.690544058262565,M,
68.3236097012937,4.8759795374871935,M,
68.69829358729369,5.061415016711823,M,
69.07297747329368,5.246850495936452,M,
69.44766135929366,5.432285975161081,M,
69.82234524529365,5.61772145438571,M,
70.19702913129363,5.803156933610341,M,
70.57171301729362,5.988592412834969,M,
70.9463969032936,6.174027892059598,M,
71.32108078929359,6.359463371284227,M,
71.69576467529357,6.544898850508856,M,
72.07044856129356,6.730334329733487,M,
72.44513244729355,6.915769808958116,M,
72.81981633329353,7.1012052881827445,M,
73.19450021929352,7.286640767407373,M,
73.5691841052935,7.472076246632002,M,
73.94386799129349,7.657511725856632,M,
74.31855187729347,7.842947205081262,M,
74.69323576329346,8.02838268430589,M,
75.06791964929344,8.213818163530519,M,
75.44260353529343,8.399253642755149,M,
75.81728742129341,8.584689121979778,M,
76.1919713072934,8.770124601204406,M,
76.56665519329339,8.955560080429038,M,
76.94133907929337,9.140995559653668,M,
77.31602296529336,9.326431038878296,M,
77.69070685129334,9.511866518102924,M,
78.06539073729333,9.697301997327553,M,
78.44007462329331,9.882737476552183,M,
78.8147585092933,10.068172955776811,M,
79.18944239529328,10.253608435001441,M,
79.56412628129327,10.43904391422607,M,
79.93881016729325,10.624479393450699,M,
80.31349405329324,10.80991487267533,M,
80.68817793929323,10.99535035189996,M,
81.06286182529321,11.180785831124588,M,
81.4375457112932,11.366221310349218,M,
81.81222959729318,11.551656789573848,M,
82.18691348329317,11.737092268798476,M,
82.56159736929315,11.922527748023104,M,
82.93628125529314,12.107963227247733,M,
83.31096514129312,12.293398706472361,M,
83.68564902729311,12.478834185696991,M,
84.0603329132931,12.664269664921623,M,
84.43501679929308,12.84970514414625,M,
84.80970068529307,13.03514062337088,M,
85.18438457129305,13.22057610259551,M,
85.55906845729304,13.406011581820138,M,
85.97609060103397,13.612422426371959,M,
86.56404897190828,13.904025806642485,M,
87.15460965559609,14.197328128069621,M,
87.74772308736695,14.491711868571613,M,
88.34333970249034,14.786559506066698,M,
88.94140993623581,15.081253518473122,M,
89.54188422387288,15.375176383709126,M,
90.14471300067109,15.667710579692953,M,
90.74984670189993,15.95823858434285,M,
91.35723576282896,16.246142875577057,M,
91.96683061872767,16.53080593131381,M,
92.57858170486558,16.811610229471363,M,
93.19243945651226,17.08793824796795,M,
93.80835430893717,17.359172464721816,M,
94.42627669740983,17.6246953576512,M,
95.0461570571998,17.88388940467435,M,
95.66794582357663,18.136137083709507,M,
96.2915934318098,18.380820872674917,M,
96.91705031716883,18.61732324948882,M,
97.54426691492326,18.84502669206945,M,
98.17319366034259,19.06331367833506,M,
98.80378098869633,19.271566686203894,M,
99.43597933525406,19.469168193594186,M,
100.06973913528527,19.655500678424186,M,
100.7050108240595,19.82994661861213,M,
101.34174483684622,19.991888492076264,M,
101.97989160891498,20.14070877673483,M,
102.6194015755353,20.275789950506073,M,
103.26022517197674,20.396514491308228,M,
103.90231283350877,20.50226487705955,M,
104.54561499540094,20.592423585678265,M,
105.19008209292276,20.666373095082637,M,
105.83566456134378,20.723495883190886,M,
106.48231283593347,20.76317442792127,M,
107.1299773519614,20.784791207192026,M,
107.77860854469708,20.787728698921402,M,
108.42815684941004,20.77136938102763,M,
109.07857270136977,20.735095731428963,M,
109.72980653584581,20.678290228043636,M,
110.38180878810769,20.600335348789894,M,
111.03452989342493,20.50061357158598,M,
111.68792028706704,20.37850737435014,M,
