x,y,color,target
0.2,-3.5,3,1.0
-0.2,-3.5,3,1.0
0.2,3.5,3,1.0
-0.2,3.5,3,1.0
5.01,-2.1,1,1.0
5.1,4.74,2,1.0
9.94,-1.14,1,1.0
10.11,4.86,2,1.0
14.96,-1.21,1,1.0
15.12,4.79,2,1.0
19.97,-1.27,1,1.0
20.14,4.72,2,1.0
24.99,-1.34,1,1.0
25.16,4.66,2,1.0
30.01,-1.41,1,1.0
30.17,4.59,2,1.0
35.02,-1.47,1,1.0
35.19,4.52,2,1.0
40.04,-1.54,1,1.0
40.21,4.46,2,1.0
45.06,-1.61,1,1.0
45.22,4.39,2,1.0
50.07,-1.67,1,1.0
50.24,4.32,2,1.0
55.09,-1.74,1,1.0
55.26,4.26,2,1.0
60.26,-1.73,1,1.0
60.32,4.65,2,1.0
65.2,-0.61,1,1.0
64.76,7.06,2,1.0
69.75,1.52,1,1.0
69.3,9.19,2,1.0
74.29,3.65,1,1.0
73.85,11.32,2,1.0
78.83,5.78,1,1.0
78.39,13.45,2,1.0
83.37,7.91,1,1.0
82.93,15.58,2,1.0
88.01,10.09,1,1.0
92.21,12.97,1,1.0
87.44,17.92,2,1.0
95.87,16.38,1,1.0
91.24,21.26,2,1.0
98.93,20.41,1,1.0
92.65,26.1,2,1.0
101.03,25.07,1,1.0
94.37,30.87,2,1.0
102.71,29.84,1,1.0
96.23,35.64,2,1.0
104.67,34.55,1,1.0
99.11,39.95,2,1.0
107.54,38.72,1,1.0
102.62,43.61,2,1.0
106.73,46.5,2,1.0
112.12,41.11,1,1.0
116.43,43.9,1,1.0
111.4,48.78,2,1.0
119.72,47.77,1,1.0
114.49,52.82,2,1.0
122.74,51.87,1,1.0
117.51,56.92,2,1.0
125.76,55.97,1,1.0
120.53,61.02,2,1.0
128.78,60.07,1,1.0
123.55,65.12,2,1.0
131.8,64.17,1,1.0
126.57,69.22,2,1.0
134.82,68.27,1,1.0
129.59,73.32,2,1.0
137.85,73.4,1,1.0
132.1,77.88,2,1.0
140.37,77.77,1,1.0
140.65,82.91,1,1.0
131.79,83.04,2,1.0
139.38,87.87,1,1.0
136.09,91.77,1,1.0
128.65,86.96,2,1.0
132.19,94.96,1,1.0
124.76,90.12,2,1.0
128.29,98.12,1,1.0
120.86,93.28,2,1.0
124.4,101.29,1,1.0
116.97,96.44,2,1.0
120.5,104.45,1,1.0
113.07,99.61,2,1.0
116.61,107.61,1,1.0
109.11,102.81,2,1.0
112.13,110.27,1,1.0
104.65,105.23,2,1.0
108.19,113.41,1,1.0
103.18,113.88,1,1.0
99.63,105.44,2,1.0
98.16,113.33,1,1.0
94.62,105.43,2,1.0
93.1,114.08,1,1.0
89.66,106.48,2,1.0
84.8,107.81,2,1.0
88.43,115.96,1,1.0
80.17,109.78,2,1.0
83.78,117.95,1,1.0
75.58,111.82,2,1.0
79.2,119.98,1,1.0
70.99,113.85,2,1.0
74.61,122.02,1,1.0
66.4,115.88,2,1.0
70.02,124.05,1,1.0
61.82,117.91,2,1.0
65.43,126.08,1,1.0
57.2,119.94,2,1.0
60.72,128.14,1,1.0
55.7,129.32,1,1.0
52.32,121.58,2,1.0
50.63,129.99,1,1.0
47.21,122.06,2,1.0
45.53,130.1,1,1.0
42.14,122.0,2,1.0
40.36,129.91,1,1.0
37.05,121.71,2,1.0
35.33,129.61,1,1.0
32.01,121.47,2,1.0
30.32,129.47,1,1.0
26.95,121.53,2,1.0
25.28,130.03,1,1.0
21.11,122.35,2,1.0
16.79,124.96,2,1.0
20.94,132.72,1,1.0
13.1,128.95,2,1.0
19.1,137.41,1,1.0
10.98,133.6,2,1.0
15.66,141.25,1,1.0
11.39,144.05,1,1.0
6.67,136.48,2,1.0
5.69,144.61,1,1.0
1.63,136.44,2,1.0
0.67,144.4,1,1.0
-3.44,136.23,2,1.0
-4.4,144.19,1,1.0
-8.51,136.02,2,1.0
-9.47,143.98,1,1.0
-13.58,135.81,2,1.0
-14.54,143.77,1,1.0
-18.65,135.6,2,1.0
-19.61,143.56,1,1.0
-23.72,135.39,2,1.0
-24.68,143.35,1,1.0
-28.79,135.18,2,1.0
-29.75,143.14,1,1.0
-33.87,134.97,2,1.0
-34.83,142.93,1,1.0
-40.0,142.2,1,1.0
-38.88,133.83,2,1.0
-44.28,139.29,1,1.0
-47.88,135.21,1,1.0
-42.41,130.15,2,1.0
-49.26,130.18,1,1.0
-43.3,125.18,2,1.0
-49.29,125.04,1,1.0
-43.12,120.18,2,1.0
-49.11,120.04,1,1.0
-42.94,115.18,2,1.0
-48.93,115.04,1,1.0
-42.76,110.18,2,1.0
-48.75,110.03,1,1.0
-42.58,105.17,2,1.0
-48.57,105.03,1,1.0
-42.39,100.17,2,1.0
-48.39,100.03,1,1.0
-42.21,95.17,2,1.0
-48.21,95.03,1,1.0
-42.03,90.17,2,1.0
-48.03,90.02,1,1.0
-41.85,85.16,2,1.0
-47.85,85.02,1,1.0
-41.04,80.2,2,1.0
-46.98,79.98,1,1.0
-45.79,75.11,1,1.0
-39.23,75.45,2,1.0
-44.04,70.16,1,1.0
-37.44,70.56,2,1.0
-42.13,65.2,1,1.0
-35.57,65.8,2,1.0
-40.24,60.55,1,1.0
-33.62,61.06,2,1.0
-38.15,55.63,1,1.0
-31.47,56.08,2,1.0
-36.08,50.93,1,1.0
-29.36,51.33,2,1.0
-33.89,46.12,1,1.0
-27.13,46.5,2,1.0
-31.6,41.26,1,1.0
-24.82,41.64,2,1.0
-29.25,36.41,1,1.0
-22.45,36.8,2,1.0
-26.84,31.61,1,1.0
-20.03,32.04,2,1.0
-24.41,26.94,1,1.0
-17.6,27.42,2,1.0
-21.98,22.44,1,1.0
-15.17,22.99,2,1.0
-19.37,17.82,1,1.0
-12.57,18.47,2,1.0
-16.0,13.86,1,1.0
-10.65,13.71,2,1.0
-13.14,9.4,1,1.0
-7.32,9.79,2,1.0
-10.61,4.83,1,1.0
-7.29,0.87,1,1.0
0.01601716196021992,0.0048051485880659765,M,
0.09610297176131953,0.02883089152839586,M,
0.17618878156241916,0.052856634468725745,M,
0.2562745913635187,0.07688237740905562,M,
0.33636040116461835,0.1009081203493855,M,
0.41644621096571793,0.12493386328971538,M,
0.4965320207668176,0.14895960623004526,M,
0.5766178305679173,0.17298534917037517,M,
0.6567036403690167,0.19701109211070503,M,
0.7367894501701164,0.2210368350510349,M,
0.816875259971216,0.2450625779913648,M,
0.8969610697723156,0.26908832093169466,M,
0.9770468795734152,0.29311406387202454,M,
1.0571326893745148,0.31713980681235443,M,
1.1372184991756145,0.34116554975268437,M,
1.2173043089767142,0.3651912926930142,M,
1.2973901187778136,0.3892170356333441,M,
1.377475928578913,0.4132427785736739,M,
1.457561738380013,0.43726852151400386,M,
1.5376475481811125,0.46129426445433375,M,
1.6177333579822122,0.48532000739466363,M,
1.6978191677833117,0.5093457503349935,M,
1.7779049775844111,0.5333714932753233,M,
1.857990787385511,0.5573972362156533,M,
1.9380765971866107,0.5814229791559832,M,
2.01816240698771,0.605448722096313,M,
2.09824821678881,0.629474465036643,M,
2.1783340265899094,0.6535002079769727,M,
2.258419836391009,0.6775259509173026,M,
2.3385056461921088,0.7015516938576326,M,
2.4185914559932082,0.7255774367979624,M,
2.4986772657943077,0.7496031797382923,M,
2.578763075595407,0.7736289226786222,M,
2.658848885396507,0.797654665618952,M,
2.738934695197606,0.8216804085592818,M,
2.8190205049987065,0.8457061514996119,M,
2.899106314799806,0.8697318944399417,M,
2.9791921246009054,0.8937576373802716,M,
3.0592779344020054,0.9177833803206016,M,
3.139363744203105,0.9418091232609314,M,
3.219449554004204,0.9658348662012611,M,
3.2995353638053038,0.9898606091415911,M,
3.3796211736064037,1.013886352081921,M,
3.4597069834075027,1.037912095022251,M,
3.539792793208602,1.0619378379625806,M,
3.6198786030097025,1.0859635809029107,M,
3.699964412810802,1.1099893238432406,M,
3.7800502226119015,1.1340150667835704,M,
3.8601360324130014,1.1580408097239003,M,
3.940221842214101,1.1820665526642302,M,
4.0203076520152,1.2060922956045599,M,
4.100393461816299,1.23011803854489,M,
4.1804792716174,1.2541437814852199,M,
4.260565081418499,1.2781695244255498,M,
4.340650891219598,1.3021952673658794,M,
4.420736701020699,1.3262210103062095,M,
4.500822510821798,1.3502467532465392,M,
4.580908320622897,1.3742724961868693,M,
4.6609941304239975,1.3982982391271992,M,
4.741079940225097,1.422323982067529,M,
5.22038901054968,1.5562990842248485,M,
6.317158209293718,1.7750806596092303,M,
7.430824078003934,1.8776300911592472,M,
8.436446697751938,1.8784139619131976,M,
9.272493746871879,1.867338891208654,M,
10.108540795991821,1.8562638205041102,M,
10.944587845111762,1.8451887497995663,M,
11.780634894231703,1.8341136790950225,M,
12.616681943351644,1.8230386083904788,M,
13.452728992471584,1.811963537685935,M,
14.288776041591525,1.8008884669813914,M,
15.124823090711466,1.7898133962768474,M,
15.960870139831407,1.7787383255723037,M,
16.796917188951348,1.76766325486776,M,
17.63296423807129,1.7565881841632163,M,
18.46901128719123,1.7455131134586725,M,
19.30505833631117,1.7344380427541286,M,
20.14110538543111,1.7233629720495849,M,
20.97715243455105,1.7122879013450412,M,
21.813199483670992,1.7012128306404974,M,
22.649246532790933,1.6901377599359537,M,
23.485293581910874,1.6790626892314098,M,
24.321340631030814,1.667987618526866,M,
25.157387680150755,1.6569125478223223,M,
25.993434729270696,1.6458374771177786,M,
26.829481778390637,1.634762406413235,M,
27.665528827510578,1.6236873357086912,M,
28.50157587663052,1.6126122650041472,M,
29.33762292575046,1.6015371942996035,M,
30.1736699748704,1.5904621235950598,M,
31.00971702399034,1.579387052890516,M,
31.84576407311028,1.5683119821859723,M,
32.68181112223022,1.5572369114814286,M,
33.51785817135016,1.5461618407768847,M,
34.353905220470104,1.535086770072341,M,
35.189952269590044,1.5240116993677972,M,
36.025999318709985,1.5129366286632535,M,
36.862046367829926,1.5018615579587098,M,
37.698093416949874,1.4907864872541658,M,
38.534140466069815,1.4797114165496221,M,
39.370187515189755,1.4686363458450784,M,
40.20623456430969,1.4575612751405347,M,
41.04228161342963,1.446486204435991,M,
41.87832866254957,1.4354111337314472,M,
42.71437571166951,1.4243360630269035,M,
43.55042276078945,1.4132609923223596,M,
44.38646980990939,1.4021859216178159,M,
45.222516859029334,1.3911108509132721,M,
46.05856390814928,1.3800357802087282,M,
46.894610957269215,1.3689607095041847,M,
47.730658006389156,1.3578856387996407,M,
48.566705055509104,1.346810568095097,M,
49.40275210462904,1.3357354973905533,M,
50.23879915374898,1.3246604266860094,M,
51.07484620286892,1.3135853559814659,M,
51.91089325198887,1.302510285276922,M,
52.7469403011088,1.2914352145723784,M,
53.58298735022874,1.2803601438678345,M,
54.41903439934868,1.2692850731632905,M,
55.25508144846862,1.258210002458747,M,
56.09112849758857,1.247134931754203,M,
56.927175546708504,1.2360598610496596,M,
57.763222595828445,1.2249847903451156,M,
58.795675849556744,1.2333126391889095,M,
59.95283313619292,1.3521405502590653,M,
61.09114667310224,1.5916720725134255,M,
62.19806137427115,1.9492652810628037,M,
63.12846610282105,2.353240848058714,M,
63.50696371783759,2.53076235889644,M,
63.88546133285413,2.708283869734166,M,
64.26395894787068,2.8858053805718913,M,
64.6424565628872,3.0633268914096172,M,
65.02095417790375,3.240848402247343,M,
65.39945179292029,3.418369913085069,M,
65.77794940793683,3.5958914239227946,M,
66.15644702295337,3.7734129347605205,M,
66.53494463796991,3.9509344455982465,M,
66.91344225298646,4.128455956435972,M,
67.291939868003,4.3059774672736975,M,
67.67043748301953,4.483498978111424,M,
68.04893509803607,4.66102048894915,M,
68.42743271305261,4.838541999786876,M,
68.80593032806915,5.016063510624601,M,
69.1844279430857,5.193585021462328,M,
69.56292555810224,5.371106532300053,M,
69.94142317311878,5.5486280431377795,M,
70.3199207881353,5.726149553975505,M,
70.69841840315185,5.9036710648132305,M,
71.07691601816839,6.081192575650956,M,
71.45541363318493,6.258714086488682,M,
71.83391124820147,6.436235597326408,M,
72.21240886321802,6.613757108164134,M,
72.59090647823456,6.79127861900186,M,
72.9694040932511,6.968800129839586,M,
73.34790170826763,7.146321640677312,M,
73.72639932328417,7.323843151515038,M,
74.10489693830071,7.5013646623527634,M,
74.48339455331725,7.678886173190489,M,
74.8618921683338,7.856407684028214,M,
75.24038978335034,8.03392919486594,M,
75.61888739836688,8.211450705703665,M,
75.99738501338341,8.388972216541392,M,
76.37588262839995,8.566493727379118,M,
76.75438024341649,8.744015238216845,M,
77.13287785843303,8.921536749054571,M,
77.51137547344958,9.099058259892296,M,
77.88987308846612,9.276579770730022,M,
78.26837070348266,9.454101281567748,M,
78.6468683184992,9.631622792405473,M,
79.02536593351573,9.8091443032432,M,
79.40386354853227,9.986665814080926,M,
79.78236116354881,10.16418732491865,M,
80.16085877856536,10.341708835756378,M,
80.5393563935819,10.519230346594103,M,
80.91785400859844,10.69675185743183,M,
81.29635162361498,10.874273368269554,M,
81.67484923863152,11.05179487910728,M,
82.05334685364805,11.229316389945005,M,
82.4318444686646,11.406837900782731,M,
82.81034208368114,11.584359411620458,M,
83.18883969869768,11.761880922458182,M,
83.56733731371422,11.939402433295909,M,
83.94583492873076,12.116923944133635,M,
84.3243325437473,12.294445454971362,M,
84.70283015876385,12.471966965809088,M,
85.08132777378037,12.649488476646813,M,
85.45982538879692,12.827009987484539,M,
86.0149159239165,13.0901949491283,M,
86.80653624143905,13.493007142741776,M,
87.55874980738572,13.911252533803482,M,
88.27294032112904,14.34434394812255,M,
88.95049148204144,14.791694211508107,M,
89.59278698949534,15.252716149769277,M,
90.20121054286317,15.72682258871518,M,
90.77714584151744,16.213426354154958,M,
91.32197658483054,16.71194027189772,M,
91.83708647217496,17.221777167752606,M,
92.32385920292313,17.742349867528734,M,
92.7836784764475,18.273071197035236,M,
93.21792799212051,18.813353982081228,M,
93.62799144931458,19.36261104847585,M,
94.01525254740218,19.92025522202821,M,
94.38109498575578,20.48569932854745,M,
94.72690246374783,21.058356193842698,M,
95.05405868075071,21.63763864372306,M,
95.36394733613696,22.222959503997693,M,
95.65795212927898,22.8137316004757,M,
95.93745675954919,23.40936775896621,M,
96.20384492632006,24.00928080527835,M,
96.45850032896405,24.61288356522125,M,
96.70280666685362,25.219588864604034,M,
96.93814763936115,25.82880952923583,M,
97.16590694585913,26.43995838492576,M,
97.38746828572003,27.052448257482958,M,
97.60421535831627,27.665691972716544,M,
97.81753186302026,28.279102356435637,M,
98.02880149920455,28.89209223444938,M,
98.2394079662415,29.504074432566888,M,
98.45073496350356,30.114461776597285,M,
98.66416619036322,30.722667092349706,M,
98.88108534619289,31.328103205633273,M,
99.10287613036505,31.930182942257115,M,
99.33092224225211,32.528319128030354,M,
99.56660738122655,33.12192458876211,M,
99.8113152466608,33.71041215026153,M,
100.06642953792729,34.293194638337724,M,
100.33333395439851,34.869684878799816,M,
100.61341219544687,35.439295697456934,M,
100.90804796044482,36.001439920118216,M,
101.21862494876483,36.55553037259277,M,
101.54652685977933,37.10097988068974,M,
101.89313739286077,37.63720127021824,M,
102.25984024738159,38.16360736698741,M,
102.64801912271423,38.67961099680636,M,
103.05905771823117,39.18462498548422,M,
103.49433973330483,39.678062158830116,M,
103.95524886730766,40.15933534265318,M,
104.44316881961214,40.62785736276253,M,
104.95948328959066,41.08304104496731,M,
105.50557597661569,41.524299215076624,M,
106.08283058005969,41.95104469889961,M,
106.6926307992951,42.362690322245385,M,
107.33636033369436,42.75864891092309,M,
