x,y,color,target
0.2,-3.5,3,1.0
-0.2,-3.5,3,1.0
0.2,3.5,3,1.0
-0.2,3.5,3,1.0
5.01,-2.1,1,1.0
5.14,4.75,2,1.0
10.05,-1.13,1,1.0
10.22,4.87,2,1.0
15.06,-1.19,1,1.0
15.23,4.8,2,1.0
20.08,-1.26,1,1.0
20.25,4.74,2,1.0
25.1,-1.33,1,1.0
25.26,4.67,2,1.0
30.11,-1.39,1,1.0
30.28,4.6,2,1.0
35.13,-1.46,1,1.0
35.3,4.54,2,1.0
40.15,-1.53,1,1.0
40.31,4.47,2,1.0
45.16,-1.59,1,1.0
45.33,4.41,2,1.0
50.18,-1.66,1,1.0
50.35,4.34,2,1.0
55.19,-1.73,1,1.0
55.36,4.27,2,1.0
60.37,-1.72,1,1.0
60.42,4.67,2,1.0
65.37,-0.57,1,1.0
64.81,7.14,2,1.0
69.86,1.66,1,1.0
69.31,9.37,2,1.0
74.36,3.89,1,1.0
73.81,11.59,2,1.0
78.85,6.11,1,1.0
78.3,13.82,2,1.0
83.35,8.34,1,1.0
82.8,16.04,2,1.0
87.98,10.63,1,1.0
87.35,18.23,2,1.0
92.69,12.83,1,1.0
91.98,20.21,2,1.0
97.39,14.76,1,1.0
96.77,21.97,2,1.0
102.23,16.45,1,1.0
101.76,23.2,2,1.0
107.11,18.07,1,1.0
106.74,24.44,2,1.0
112.09,19.12,1,1.0
111.67,25.4,2,1.0
117.13,19.98,1,1.0
116.73,26.23,2,1.0
122.12,20.76,1,1.0
121.78,27.03,2,1.0
127.06,21.6,1,1.0
126.83,27.93,2,1.0
132.02,22.58,1,1.0
131.77,28.98,2,1.0
136.94,23.56,1,1.0
141.14,26.34,1,1.0
136.31,31.44,2,1.0
144.8,30.48,1,1.0
146.11,35.37,1,1.0
138.2,36.28,2,1.0
146.29,40.48,1,1.0
138.31,41.3,2,1.0
146.4,45.52,1,1.0
138.41,46.34,2,1.0
146.5,50.56,1,1.0
138.52,51.38,2,1.0
146.61,55.6,1,1.0
138.63,56.42,2,1.0
146.71,60.65,1,1.0
138.73,61.46,2,1.0
146.82,65.69,1,1.0
138.84,66.5,2,1.0
146.93,70.73,1,1.0
138.94,71.54,2,1.0
147.03,75.77,1,1.0
139.05,76.58,2,1.0
147.14,80.81,1,1.0
139.15,81.62,2,1.0
147.23,86.84,1,1.0
139.03,86.75,2,1.0
146.43,91.82,1,1.0
143.44,96.08,1,1.0
136.43,91.11,2,1.0
139.55,99.3,1,1.0
132.4,94.14,2,1.0
135.51,102.28,1,1.0
128.37,97.12,2,1.0
131.47,105.25,1,1.0
124.33,100.1,2,1.0
127.44,108.23,1,1.0
120.29,103.08,2,1.0
123.4,111.21,1,1.0
116.26,106.05,2,1.0
119.25,114.34,1,1.0
112.23,109.2,2,1.0
115.5,117.79,1,1.0
108.58,112.76,2,1.0
112.16,121.64,1,1.0
105.36,116.72,2,1.0
102.16,121.09,2,1.0
109.62,126.02,1,1.0
99.81,125.62,2,1.0
107.39,130.6,1,1.0
98.01,130.39,2,1.0
105.41,135.45,1,1.0
96.92,135.54,2,1.0
104.4,140.45,1,1.0
96.15,140.58,2,1.0
103.98,145.53,1,1.0
95.96,145.87,2,1.0
104.24,150.69,1,1.0
96.27,150.96,2,1.0
105.1,155.72,1,1.0
97.16,155.98,2,1.0
98.36,161.11,2,1.0
106.91,160.62,1,1.0
100.28,165.83,2,1.0
109.0,165.27,1,1.0
103.46,169.84,2,1.0
110.92,170.09,1,1.0
105.87,174.39,2,1.0
114.61,173.7,1,1.0
109.16,178.29,2,1.0
118.26,177.26,1,1.0
112.94,181.87,2,1.0
121.65,181.07,1,1.0
122.93,185.92,1,1.0
114.99,186.56,2,1.0
122.63,190.96,1,1.0
120.03,196.23,1,1.0
113.05,191.37,2,1.0
115.84,200.07,1,1.0
110.99,201.34,1,1.0
108.35,193.39,2,1.0
105.98,201.36,1,1.0
103.3,193.31,2,1.0
100.96,201.27,1,1.0
98.29,193.22,2,1.0
95.95,201.17,1,1.0
93.27,193.13,2,1.0
90.93,201.08,1,1.0
88.26,193.03,2,1.0
85.92,200.99,1,1.0
83.19,192.94,2,1.0
80.82,200.7,1,1.0
78.38,191.56,2,1.0
76.0,199.36,1,1.0
72.19,196.1,1,1.0
74.59,188.18,2,1.0
69.12,192.16,1,1.0
71.64,184.12,2,1.0
66.05,188.17,1,1.0
68.26,180.35,2,1.0
62.36,184.79,1,1.0
63.89,177.81,2,1.0
57.74,182.81,1,1.0
59.74,174.81,2,1.0
54.83,173.62,2,1.0
52.91,181.21,1,1.0
49.89,172.75,2,1.0
47.9,180.47,1,1.0
44.92,172.06,2,1.0
42.93,179.79,1,1.0
39.95,171.38,2,1.0
37.96,179.11,1,1.0
34.98,170.7,2,1.0
32.99,178.43,1,1.0
30.01,170.02,2,1.0
28.02,177.75,1,1.0
25.03,169.34,2,1.0
22.56,177.0,1,1.0
18.28,174.34,1,1.0
20.66,166.87,2,1.0
14.45,170.21,1,1.0
13.06,165.37,1,1.0
18.82,162.22,2,1.0
17.49,157.31,2,1.0
11.26,160.68,1,1.0
15.83,152.58,2,1.0
9.61,155.95,1,1.0
14.18,147.84,2,1.0
7.96,151.21,1,1.0
12.52,143.11,2,1.0
6.3,146.47,1,1.0
10.87,138.37,2,1.0
4.65,141.74,1,1.0
9.21,133.63,2,1.0
2.99,137.0,1,1.0
7.56,128.9,2,1.0
1.34,132.27,1,1.0
5.91,124.16,2,1.0
-0.31,127.53,1,1.0
4.25,119.43,2,1.0
-1.97,122.79,1,1.0
2.6,114.69,2,1.0
-3.62,118.06,1,1.0
0.98,109.95,2,1.0
-5.24,113.29,1,1.0
-0.65,105.13,2,1.0
-6.87,108.47,1,1.0
-2.28,100.31,2,1.0
-8.5,103.65,1,1.0
-3.9,95.49,2,1.0
-10.12,98.83,1,1.0
-5.53,90.67,2,1.0
-11.75,94.01,1,1.0
-7.16,85.85,2,1.0
-13.38,89.19,1,1.0
-8.78,81.03,2,1.0
-15.01,84.37,1,1.0
-15.92,79.41,1,1.0
-10.12,76.1,2,1.0
-16.57,74.34,1,1.0
-10.7,70.93,2,1.0
-16.98,69.29,1,1.0
-11.08,65.67,2,1.0
-17.25,64.28,1,1.0
-11.31,60.51,2,1.0
-17.41,59.22,1,1.0
-11.44,55.35,2,1.0
-17.47,53.9,1,1.0
-11.46,50.17,2,1.0
-17.44,48.59,1,1.0
-11.36,45.01,2,1.0
-17.31,43.41,1,1.0
-11.17,39.8,2,1.0
-17.08,38.2,1,1.0
-10.86,34.62,2,1.0
-16.74,33.05,1,1.0
-10.43,29.54,2,1.0
-16.28,28.01,1,1.0
-9.83,24.26,2,1.0
-15.63,22.8,1,1.0
-9.07,19.26,2,1.0
-14.77,17.56,1,1.0
-8.08,14.33,2,1.0
-13.63,12.5,1,1.0
-12.44,7.6,1,1.0
-6.44,9.6,2,1.0
-10.31,2.91,1,1.0
-5.19,4.72,2,1.0
-6.99,-0.93,1,1.0
0.01601716196021992,0.0048051485880659765,M,
0.09610297176131953,0.02883089152839586,M,
0.17618878156241916,0.052856634468725745,M,
0.2562745913635187,0.07688237740905562,M,
0.33636040116461835,0.1009081203493855,M,
0.41644621096571793,0.12493386328971538,M,
0.4965320207668176,0.14895960623004526,M,
0.5766178305679173,0.17298534917037517,M,
0.6567036403690167,0.19701109211070503,M,
0.7367894501701164,0.2210368350510349,M,
0.816875259971216,0.2450625779913648,M,
0.8969610697723156,0.26908832093169466,M,
0.9770468795734152,0.29311406387202454,M,
1.0571326893745148,0.31713980681235443,M,
1.1372184991756145,0.34116554975268437,M,
1.2173043089767142,0.3651912926930142,M,
1.2973901187778136,0.3892170356333441,M,
1.377475928578913,0.4132427785736739,M,
1.457561738380013,0.43726852151400386,M,
1.5376475481811125,0.46129426445433375,M,
1.6177333579822122,0.48532000739466363,M,
1.6978191677833117,0.5093457503349935,M,
1.7779049775844111,0.5333714932753233,M,
1.857990787385511,0.5573972362156533,M,
1.9380765971866107,0.5814229791559832,M,
2.01816240698771,0.605448722096313,M,
2.09824821678881,0.629474465036643,M,
2.1783340265899094,0.6535002079769727,M,
2.258419836391009,0.6775259509173026,M,
2.3385056461921088,0.7015516938576326,M,
2.4185914559932082,0.7255774367979624,M,
2.4986772657943077,0.7496031797382923,M,
2.578763075595407,0.7736289226786222,M,
2.658848885396507,0.797654665618952,M,
2.738934695197606,0.8216804085592818,M,
2.8190205049987065,0.8457061514996119,M,
2.899106314799806,0.8697318944399417,M,
2.9791921246009054,0.8937576373802716,M,
3.0592779344020054,0.9177833803206016,M,
3.139363744203105,0.9418091232609314,M,
3.219449554004204,0.9658348662012611,M,
3.2995353638053038,0.9898606091415911,M,
3.3796211736064037,1.013886352081921,M,
3.4597069834075027,1.037912095022251,M,
3.539792793208602,1.0619378379625806,M,
3.6198786030097025,1.0859635809029107,M,
3.699964412810802,1.1099893238432406,M,
3.7800502226119015,1.1340150667835704,M,
3.8601360324130014,1.1580408097239003,M,
3.940221842214101,1.1820665526642302,M,
4.0203076520152,1.2060922956045599,M,
4.100393461816299,1.23011803854489,M,
4.1804792716174,1.2541437814852199,M,
4.260565081418499,1.2781695244255498,M,
4.340650891219598,1.3021952673658794,M,
4.420736701020699,1.3262210103062095,M,
4.500822510821798,1.3502467532465392,M,
4.580908320622897,1.3742724961868693,M,
4.6609941304239975,1.3982982391271992,M,
4.741079940225097,1.422323982067529,M,
5.234274619553056,1.560148659748009,M,
6.366357535226484,1.7859745527803863,M,
7.515881158956255,1.8918258655294498,M,
8.543115163329032,1.892777613130105,M,
9.379162212448973,1.8817025424255616,M,
10.215209261568916,1.870627471721018,M,
11.051256310688856,1.8595524010164743,M,
11.887303359808797,1.8484773303119308,M,
12.723350408928738,1.8374022596073873,M,
13.559397458048679,1.8263271889028438,M,
14.39544450716862,1.8152521181983001,M,
15.23149155628856,1.8041770474937566,M,
16.0675386054085,1.7931019767892131,M,
16.90358565452844,1.7820269060846696,M,
17.739632703648383,1.770951835380126,M,
18.575679752768323,1.7598767646755824,M,
19.411726801888264,1.748801693971039,M,
20.247773851008205,1.7377266232664952,M,
21.083820900128146,1.7266515525619517,M,
21.919867949248086,1.7155764818574082,M,
22.755914998368027,1.7045014111528647,M,
23.591962047487968,1.693426340448321,M,
24.42800909660791,1.6823512697437775,M,
25.26405614572785,1.671276199039234,M,
26.10010319484779,1.6602011283346902,M,
26.93615024396773,1.6491260576301467,M,
27.77219729308767,1.6380509869256032,M,
28.608244342207612,1.6269759162210597,M,
29.444291391327553,1.615900845516516,M,
30.280338440447494,1.6048257748119725,M,
31.116385489567435,1.593750704107429,M,
31.952432538687376,1.5826756334028853,M,
32.788479587807316,1.5716005626983418,M,
33.62452663692726,1.5605254919937983,M,
34.4605736860472,1.5494504212892548,M,
35.29662073516714,1.5383753505847113,M,
36.13266778428708,1.5273002798801676,M,
36.96871483340702,1.516225209175624,M,
37.80476188252697,1.5051501384710804,M,
38.64080893164691,1.4940750677665369,M,
39.47685598076685,1.4829999970619934,M,
40.31290302988678,1.4719249263574499,M,
41.148950079006724,1.4608498556529061,M,
41.984997128126665,1.4497747849483629,M,
42.821044177246605,1.4386997142438191,M,
43.657091226366546,1.4276246435392757,M,
44.49313827548649,1.416549572834732,M,
45.32918532460643,1.4054745021301884,M,
46.165232373726376,1.394399431425645,M,
47.00127942284631,1.3833243607211014,M,
47.83732647196625,1.3722492900165577,M,
48.6733735210862,1.3611742193120142,M,
49.50942057020613,1.3500991486074707,M,
50.34546761932607,1.339024077902927,M,
51.18151466844601,1.3279490071983835,M,
52.01756171756596,1.31687393649384,M,
52.853608766685895,1.3057988657892965,M,
53.689655815805835,1.294723795084753,M,
54.525702864925776,1.2836487243802093,M,
55.36174991404572,1.2725736536756656,M,
56.197796963165665,1.261498582971122,M,
57.0338440122856,1.2504235122665786,M,
57.86989106140554,1.239348441562035,M,
58.90203671495911,1.247670668440719,M,
60.05868408150226,1.3664462160680095,M,
61.196496002121954,1.605872184879015,M,
62.30292292340657,1.9633078141915234,M,
63.36576145436229,2.434810749878295,M,
63.74044534036228,2.620246229102925,M,
64.11512922636226,2.805681708327555,M,
64.48981311236224,2.991117187552185,M,
64.86449699836223,3.176552666776815,M,
65.23918088436221,3.361988146001445,M,
65.6138647703622,3.5474236252260747,M,
65.98854865636218,3.732859104450705,M,
66.36323254236217,3.9182945836753347,M,
66.73791642836215,4.103730062899965,M,
67.11260031436214,4.289165542124595,M,
67.48728420036213,4.474601021349224,M,
67.86196808636211,4.660036500573854,M,
68.2366519723621,4.845471979798484,M,
68.61133585836208,5.030907459023115,M,
68.98601974436207,5.216342938247744,M,
69.36070363036205,5.401778417472374,M,
69.73538751636204,5.587213896697004,M,
70.11007140236202,5.772649375921635,M,
70.48475528836201,5.958084855146264,M,
70.859439174362,6.143520334370894,M,
71.23412306036198,6.328955813595524,M,
71.60880694636197,6.514391292820154,M,
71.98349083236195,6.699826772044784,M,
72.35817471836194,6.885262251269414,M,
72.73285860436192,7.070697730494044,M,
73.10754249036191,7.256133209718674,M,
73.48222637636188,7.4415686889433035,M,
73.85691026236186,7.627004168167934,M,
74.23159414836185,7.812439647392564,M,
74.60627803436184,7.997875126617194,M,
74.98096192036182,8.183310605841823,M,
75.3556458063618,8.368746085066453,M,
75.73032969236179,8.554181564291083,M,
76.10501357836178,8.739617043515713,M,
76.47969746436176,8.925052522740344,M,
76.85438135036175,9.110488001964974,M,
77.22906523636173,9.295923481189604,M,
77.60374912236172,9.481358960414234,M,
77.9784330083617,9.666794439638863,M,
78.35311689436169,9.852229918863493,M,
78.72780078036168,10.037665398088123,M,
79.10248466636166,10.223100877312753,M,
79.47716855236165,10.408536356537383,M,
79.85185243836162,10.593971835762012,M,
80.22653632436162,10.779407314986644,M,
80.6012202103616,10.964842794211274,M,
80.97590409636159,11.150278273435903,M,
81.35058798236157,11.335713752660533,M,
81.72527186836156,11.521149231885163,M,
82.09995575436153,11.706584711109793,M,
82.47463964036152,11.892020190334422,M,
82.8493235263615,12.077455669559052,M,
83.22400741236149,12.262891148783682,M,
83.59869129836147,12.448326628008312,M,
83.97337518436146,12.633762107232943,M,
84.34805907036144,12.819197586457573,M,
84.72274295636143,13.004633065682203,M,
85.09742684236141,13.190068544906833,M,
85.4721107283614,13.375504024131462,M,
85.97685860865978,13.62509165516125,M,
86.99106124832937,14.119457434042749,M,
87.9876591009962,14.594476032840692,M,
88.96719386125264,15.050652340915976,M,
89.93020722369107,15.488491247629502,M,
90.87724088290386,15.908497642342159,M,
91.80883653348339,16.31117641441485,M,
92.72553587002206,16.697032453208468,M,
93.62788058711219,17.066570648083918,M,
94.51641237934622,17.42029588840209,M,
95.39167294131647,17.75871306352388,M,
96.25420396761533,18.082327062810187,M,
97.10454715283524,18.391642775621914,M,
97.94324419156847,18.687165091319947,M,
98.77083677840743,18.969398899265176,M,
99.58786660794453,19.238849088818515,M,
100.39487537477214,19.496020549340862,M,
101.19240477348262,19.741418170193104,M,
101.98099649866836,19.97554684073614,M,
102.76119224492172,20.19891145033087,M,
103.53353370683509,20.412016888338187,M,
104.29856257900082,20.615368044118988,M,
105.0568205560113,20.80946980703417,M,
105.80884933245893,20.99482706644463,M,
106.55519060293605,21.171944711711266,M,
107.29638606203505,21.341327632194975,M,
108.03297740434832,21.50348071725665,M,
108.76550632446819,21.65890885625719,M,
109.49451451698707,21.808116938557493,M,
