x,y,color,target
0.2,-3.5,3,1.0
-0.2,-3.5,3,1.0
0.2,3.5,3,1.0
-0.2,3.5,3,1.0
5.01,-2.1,1,1.0
5.19,4.76,2,1.0
10.01,-1.11,1,1.0
10.34,4.89,2,1.0
15.03,-1.17,1,1.0
15.36,4.82,2,1.0
20.04,-1.24,1,1.0
20.38,4.76,2,1.0
25.06,-1.31,1,1.0
25.39,4.69,2,1.0
30.07,-1.37,1,1.0
30.41,4.62,2,1.0
35.09,-1.44,1,1.0
35.42,4.56,2,1.0
40.11,-1.51,1,1.0
40.44,4.49,2,1.0
45.12,-1.57,1,1.0
45.46,4.42,2,1.0
50.14,-1.64,1,1.0
50.47,4.36,2,1.0
55.16,-1.71,1,1.0
55.49,4.29,2,1.0
60.24,-1.72,1,1.0
60.53,5.04,2,1.0
65.15,-0.68,1,1.0
65.02,7.24,2,1.0
69.7,1.57,1,1.0
69.52,9.46,2,1.0
74.19,3.79,1,1.0
74.01,11.69,2,1.0
78.69,6.02,1,1.0
78.51,13.91,2,1.0
83.18,8.25,1,1.0
83.01,16.14,2,1.0
87.68,10.47,1,1.0
87.53,18.48,2,1.0
92.13,12.82,1,1.0
96.2,15.85,1,1.0
91.67,21.34,2,1.0
99.23,20.48,1,1.0
98.68,25.51,1,1.0
88.68,25.45,2,1.0
96.41,30.06,1,1.0
87.28,30.37,2,1.0
94.79,34.81,1,1.0
86.55,35.46,2,1.0
94.62,39.89,1,1.0
86.67,40.51,2,1.0
95.33,45.05,1,1.0
87.44,45.56,2,1.0
96.37,49.97,1,1.0
88.5,50.56,2,1.0
97.43,54.98,1,1.0
89.56,55.57,2,1.0
98.49,59.99,1,1.0
90.62,60.58,2,1.0
99.55,65.0,1,1.0
91.68,65.59,2,1.0
100.61,70.0,1,1.0
92.74,70.59,2,1.0
101.67,75.01,1,1.0
93.8,75.6,2,1.0
102.73,80.02,1,1.0
94.86,80.61,2,1.0
103.79,85.03,1,1.0
95.91,85.62,2,1.0
104.81,89.93,1,1.0
96.88,90.57,2,1.0
104.59,94.97,1,1.0
101.94,100.44,1,1.0
95.12,95.43,2,1.0
98.18,103.84,1,1.0
91.19,98.61,2,1.0
94.2,106.9,1,1.0
87.21,101.66,2,1.0
90.23,109.95,1,1.0
83.23,104.72,2,1.0
86.25,113.01,1,1.0
79.25,107.77,2,1.0
82.27,116.07,1,1.0
75.27,110.83,2,1.0
78.25,119.12,1,1.0
71.26,113.83,2,1.0
73.81,121.47,1,1.0
66.84,116.2,2,1.0
69.91,124.67,1,1.0
62.25,118.24,2,1.0
65.25,126.6,1,1.0
60.32,127.74,1,1.0
57.49,119.95,2,1.0
55.38,128.87,1,1.0
52.51,121.06,2,1.0
50.37,129.95,1,1.0
47.6,122.12,2,1.0
45.33,131.01,1,1.0
42.68,123.15,2,1.0
40.42,132.04,1,1.0
37.77,124.18,2,1.0
35.51,133.07,1,1.0
32.86,125.21,2,1.0
30.6,134.1,1,1.0
27.95,126.24,2,1.0
25.69,135.13,1,1.0
23.04,127.27,2,1.0
20.78,136.16,1,1.0
18.13,128.3,2,1.0
15.87,137.19,1,1.0
13.22,129.33,2,1.0
10.97,138.22,1,1.0
8.31,130.36,2,1.0
6.06,139.25,1,1.0
3.4,131.39,2,1.0
1.15,140.28,1,1.0
-1.51,132.42,2,1.0
-3.92,140.65,1,1.0
-6.51,131.71,2,1.0
-8.93,139.51,1,1.0
-12.86,136.37,1,1.0
-10.62,128.67,2,1.0
-16.48,132.85,1,1.0
-14.24,125.15,2,1.0
-20.11,129.34,1,1.0
-17.86,121.63,2,1.0
-23.73,125.82,1,1.0
-21.49,118.12,2,1.0
-27.36,122.3,1,1.0
-25.11,114.6,2,1.0
-30.98,118.79,1,1.0
-28.74,111.08,2,1.0
-34.6,115.27,1,1.0
-32.36,107.57,2,1.0
-38.23,111.75,1,1.0
-35.98,104.05,2,1.0
-41.85,108.24,1,1.0
-39.61,100.53,2,1.0
-45.47,104.72,1,1.0
-47.72,100.17,1,1.0
-42.03,96.04,2,1.0
-48.11,94.42,1,1.0
-41.95,91.02,2,1.0
-47.8,89.31,1,1.0
-41.4,86.0,2,1.0
-47.11,84.04,1,1.0
-40.55,80.75,2,1.0
-46.23,79.03,1,1.0
-39.5,75.48,2,1.0
-45.2,74.11,1,1.0
-38.33,70.37,2,1.0
-43.98,68.93,1,1.0
-36.97,65.04,2,1.0
-42.71,64.05,1,1.0
-35.59,60.06,2,1.0
-41.29,59.06,1,1.0
-40.06,54.01,1,1.0
-33.74,54.99,2,1.0
-38.42,48.92,1,1.0
-32.07,49.9,2,1.0
-36.65,43.83,1,1.0
-30.29,44.82,2,1.0
-34.78,38.8,1,1.0
-28.4,39.81,2,1.0
-32.81,33.87,1,1.0
-26.41,34.9,2,1.0
-30.76,29.08,1,1.0
-24.34,30.15,2,1.0
-28.63,24.48,1,1.0
-22.19,25.59,2,1.0
-26.2,19.69,1,1.0
-19.76,20.85,2,1.0
-23.71,15.24,1,1.0
-18.02,16.09,2,1.0
-20.16,11.19,1,1.0
-14.75,12.17,2,1.0
-17.56,6.6,1,1.0
-11.42,8.05,2,1.0
-14.22,2.8,1,1.0
-7.57,4.47,2,1.0
-9.6,-0.21,1,1.0
0.01601716196021992,0.0048051485880659765,M,
0.09610297176131953,0.02883089152839586,M,
0.17618878156241916,0.052856634468725745,M,
0.2562745913635187,0.07688237740905562,M,
0.33636040116461835,0.1009081203493855,M,
0.41644621096571793,0.12493386328971538,M,
0.4965320207668176,0.14895960623004526,M,
0.5766178305679173,0.17298534917037517,M,
0.6567036403690167,0.19701109211070503,M,
0.7367894501701164,0.2210368350510349,M,
0.816875259971216,0.2450625779913648,M,
0.8969610697723156,0.26908832093169466,M,
0.9770468795734152,0.29311406387202454,M,
1.0571326893745148,0.31713980681235443,M,
1.1372184991756145,0.34116554975268437,M,
1.2173043089767142,0.3651912926930142,M,
1.2973901187778136,0.3892170356333441,M,
1.377475928578913,0.4132427785736739,M,
1.457561738380013,0.43726852151400386,M,
1.5376475481811125,0.46129426445433375,M,
1.6177333579822122,0.48532000739466363,M,
1.6978191677833117,0.5093457503349935,M,
1.7779049775844111,0.5333714932753233,M,
1.857990787385511,0.5573972362156533,M,
1.9380765971866107,0.5814229791559832,M,
2.01816240698771,0.605448722096313,M,
2.09824821678881,0.629474465036643,M,
2.1783340265899094,0.6535002079769727,M,
2.258419836391009,0.6775259509173026,M,
2.3385056461921088,0.7015516938576326,M,
2.4185914559932082,0.7255774367979624,M,
2.4986772657943077,0.7496031797382923,M,
2.578763075595407,0.7736289226786222,M,
2.658848885396507,0.797654665618952,M,
2.738934695197606,0.8216804085592818,M,
2.8190205049987065,0.8457061514996119,M,
2.899106314799806,0.8697318944399417,M,
2.9791921246009054,0.8937576373802716,M,
3.0592779344020054,0.9177833803206016,M,
3.139363744203105,0.9418091232609314,M,
3.219449554004204,0.9658348662012611,M,
3.2995353638053038,0.9898606091415911,M,
3.3796211736064037,1.013886352081921,M,
3.4597069834075027,1.037912095022251,M,
3.539792793208602,1.0619378379625806,M,
3.6198786030097025,1.0859635809029107,M,
3.699964412810802,1.1099893238432406,M,
3.7800502226119015,1.1340150667835704,M,
3.8601360324130014,1.1580408097239003,M,
3.940221842214101,1.1820665526642302,M,
4.0203076520152,1.2060922956045599,M,
4.100393461816299,1.23011803854489,M,
4.1804792716174,1.2541437814852199,M,
4.260565081418499,1.2781695244255498,M,
4.340650891219598,1.3021952673658794,M,
4.420736701020699,1.3262210103062095,M,
4.500822510821798,1.3502467532465392,M,
4.580908320622897,1.3742724961868693,M,
4.6609941304239975,1.3982982391271992,M,
4.741079940225097,1.422323982067529,M,
5.25097587900145,1.5647788318609415,M,
6.425533240583697,1.7990774520634023,M,
7.618185665482571,1.9089001840393536,M,
8.671413296895377,1.9100538496669075,M,
9.507460346015318,1.8989787789623704,M,
10.34350739513526,1.8879037082578334,M,
11.179554444255201,1.876828637553296,M,
12.015601493375142,1.865753566848759,M,
12.851648542495083,1.854678496144222,M,
13.687695591615023,1.843603425439685,M,
14.523742640734964,1.8325283547351479,M,
15.359789689854905,1.8214532840306108,M,
16.195836738974847,1.8103782133260737,M,
17.031883788094788,1.7993031426215365,M,
17.86793083721473,1.7882280719169994,M,
18.70397788633467,1.7771530012124623,M,
19.54002493545461,1.7660779305079253,M,
20.37607198457455,1.7550028598033882,M,
21.212119033694492,1.7439277890988512,M,
22.048166082814433,1.732852718394314,M,
22.884213131934374,1.7217776476897768,M,
23.720260181054314,1.7107025769852398,M,
24.556307230174255,1.6996275062807027,M,
25.392354279294196,1.6885524355761656,M,
26.228401328414137,1.6774773648716286,M,
27.064448377534077,1.6664022941670915,M,
27.900495426654018,1.6553272234625545,M,
28.736542475773962,1.6442521527580172,M,
29.5725895248939,1.6331770820534801,M,
30.40863657401384,1.622102011348943,M,
31.24468362313378,1.611026940644406,M,
32.08073067225372,1.599951869939869,M,
32.91677772137366,1.5888767992353316,M,
33.7528247704936,1.5778017285307946,M,
34.588871819613544,1.5667266578262575,M,
35.424918868733485,1.5556515871217205,M,
36.260965917853426,1.5445765164171834,M,
37.09701296697337,1.5335014457126463,M,
37.933060016093314,1.5224263750081093,M,
38.769107065213255,1.511351304303572,M,
39.605154114333196,1.500276233599035,M,
40.44120116345314,1.4892011628944979,M,
41.27724821257308,1.4781260921899608,M,
42.11329526169301,1.4670510214854238,M,
42.94934231081295,1.4559759507808867,M,
43.7853893599329,1.4449008800763496,M,
44.62143640905284,1.4338258093718124,M,
45.457483458172774,1.4227507386672755,M,
46.29353050729272,1.4116756679627382,M,
47.12957755641266,1.4006005972582012,M,
47.965624605532604,1.3895255265536641,M,
48.801671654652544,1.3784504558491268,M,
49.63771870377248,1.36737538514459,M,
50.473765752892426,1.3563003144400527,M,
51.30981280201237,1.3452252437355157,M,
52.14585985113231,1.3341501730309786,M,
52.98190690025224,1.3230751023264415,M,
53.81795394937219,1.3120000316219045,M,
54.65400099849213,1.3009249609173672,M,
55.49004804761207,1.2898498902128304,M,
56.32609509673201,1.278774819508293,M,
57.16214214585195,1.2676997488037562,M,
57.99818919497189,1.256624678099219,M,
59.01078243365616,1.2645895482427232,M,
60.135017044849846,1.3800366460087226,M,
61.24094403624779,1.612753175473003,M,
62.31636553085786,1.9601723780497604,M,
63.34942011358845,2.418462376290753,M,
63.724103999588436,2.6038978555153873,M,
64.09878788558842,2.7893333347400215,M,
64.4734717715884,2.9747688139646558,M,
64.84815565758838,3.16020429318929,M,
65.22283954358836,3.345639772413924,M,
65.59752342958835,3.5310752516385584,M,
65.97220731558834,3.716510730863192,M,
66.3468912015883,3.9019462100878264,M,
66.72157508758829,4.08738168931246,M,
67.09625897358828,4.272817168537095,M,
67.47094285958826,4.458252647761729,M,
67.84562674558825,4.643688126986364,M,
68.22031063158823,4.829123606210997,M,
68.5949945175882,5.014559085435631,M,
68.96967840358819,5.199994564660265,M,
69.34436228958818,5.3854300438849,M,
69.71904617558816,5.570865523109534,M,
70.09373006158815,5.756301002334168,M,
70.46841394758812,5.941736481558802,M,
70.8430978335881,6.1271719607834365,M,
71.21778171958809,6.312607440008071,M,
71.59246560558807,6.498042919232704,M,
71.96714949158806,6.683478398457339,M,
72.34183337758805,6.868913877681973,M,
72.71651726358802,7.054349356906607,M,
73.091201149588,7.239784836131241,M,
73.46588503558799,7.425220315355875,M,
73.84056892158797,7.610655794580509,M,
74.21525280758796,7.796091273805144,M,
74.58993669358793,7.981526753029778,M,
74.96462057958792,8.166962232254411,M,
75.3393044655879,8.352397711479046,M,
75.71398835158789,8.53783319070368,M,
76.08867223758787,8.723268669928313,M,
76.46335612358786,8.90870414915295,M,
76.83804000958783,9.094139628377583,M,
77.21272389558781,9.279575107602216,M,
77.5874077815878,9.46501058682685,M,
77.96209166758779,9.650446066051487,M,
78.33677555358777,9.83588154527612,M,
78.71145943958774,10.021317024500753,M,
79.08614332558773,10.206752503725387,M,
79.46082721158771,10.392187982950022,M,
79.8355110975877,10.577623462174655,M,
80.21019498358768,10.76305894139929,M,
80.58487886958767,10.948494420623925,M,
80.95956275558764,11.133929899848559,M,
81.33424664158763,11.319365379073194,M,
81.70893052758761,11.504800858297827,M,
82.0836144135876,11.69023633752246,M,
82.45829829958757,11.875671816747095,M,
82.83298218558755,12.061107295971729,M,
83.20766607158754,12.246542775196362,M,
83.58234995758752,12.431978254420997,M,
83.95703384358751,12.617413733645632,M,
84.3317177295875,12.802849212870266,M,
84.70640161558748,12.9882846920949,M,
85.08108550158745,13.173720171319536,M,
85.45576938758744,13.359155650544167,M,
85.96157400579469,13.609712910443383,M,
86.95144047606456,14.107666307962841,M,
87.87528721060765,14.584641290994062,M,
88.73495338062938,15.041783169503294,M,
89.5322781573352,15.480237253456773,M,
90.26910071193045,15.901148852820736,M,
90.94726021562056,16.305663277561422,M,
91.568595839611,16.694925837645073,M,
92.13494675510715,17.07008184303793,M,
92.64815213331444,17.43227660370623,M,
93.11005114543822,17.78265542961621,M,
93.522482962684,18.12236363073411,M,
93.88728675625714,18.45254651702617,M,
94.20630169736302,18.774349398458636,M,
94.48136695720707,19.088917584997727,M,
94.71432170699477,19.3973963866097,M,
94.90700511793148,19.700931113260793,M,
95.06125636122262,20.00066707491725,M,
95.17891460807361,20.297749581545297,M,
95.26181902968985,20.593323943111173,M,
95.31180879727675,20.888535469581125,M,
95.33072308203974,21.18452947092139,M,
95.32040105518425,21.482451257098212,M,
95.28268188791564,21.78344613807782,M,
95.21940475143938,22.088659423826464,M,
95.13240881696085,22.39923642431037,M,
95.02353325568544,22.716322449495784,M,
94.89461723881863,23.041062809348947,M,
94.74749993756576,23.3746028138361,M,
94.58402052313231,23.71808777292348,M,
94.40601816672365,24.072662996577318,M,
94.21533203954523,24.439473794763867,M,
94.01380131280243,24.81966547744936,M,
93.8032651577007,25.214383354600038,M,
93.58556274544537,25.62477273618213,M,
93.36253324724196,26.051978932161887,M,
93.13601583429582,26.49714725250555,M,
92.90784967781237,26.961423007179345,M,
92.67987394899706,27.445951506149527,M,
92.45392781905524,27.951878059382317,M,
92.23185045919237,28.48034797684397,M,
92.01548104061386,29.032506568500718,M,
91.80665873452512,29.6094991443188,M,
91.60722271213154,30.21247101426446,M,
91.41901214463857,30.84256748830393,M,
91.2438662032516,31.500933876403465,M,
91.08362405917605,32.18871548852928,M,
90.94012488361733,32.90705763464763,M,
90.81520784778087,33.65710562472475,M,
90.71071212287205,34.44000476872688,M,
90.62847688009631,35.25690037662026,M,
90.57034129065906,36.10893775837112,M,
90.53814452576572,36.99726222394572,M,
90.53372575662168,37.92301908331028,M,
90.55892415443236,38.88735364643105,M,
90.61557889040319,39.89141122327426,M,
90.70552913573958,40.936337123806155,M,
90.83061406164693,42.02327665799298,M,
90.99267283933067,43.153375135800964,M,
91.19354463999618,44.32777786719634,M,
91.4085889470797,45.409282326026414,M,
91.56437316850788,46.14567494731015,M,
91.72015738993608,46.88206756859389,M,
91.87594161136425,47.618460189877624,M,
92.03172583279243,48.354852811161365,M,
92.18751005422061,49.0912454324451,M,
92.34329427564879,49.82763805372884,M,
92.49907849707697,50.564030675012575,M,
92.65486271850514,51.300423296296316,M,
92.81064693993332,52.03681591758005,M,
92.96643116136151,52.77320853886379,M,
93.12221538278969,53.509601160147525,M,
93.27799960421787,54.24599378143127,M,
93.43378382564605,54.982386402715,M,
93.58956804707422,55.71877902399874,M,
