x,y,color,target
0.2,-3.5,3,1.0
-0.2,-3.5,3,1.0
0.2,3.5,3,1.0
-0.2,3.5,3,1.0
5.01,-2.1,1,1.0
5.08,4.74,2,1.0
10.07,-1.15,1,1.0
10.24,4.85,2,1.0
15.09,-1.22,1,1.0
15.25,4.78,2,1.0
20.1,-1.28,1,1.0
20.27,4.72,2,1.0
25.12,-1.35,1,1.0
25.28,4.65,2,1.0
30.13,-1.41,1,1.0
30.3,4.58,2,1.0
35.15,-1.48,1,1.0
35.32,4.52,2,1.0
40.17,-1.55,1,1.0
40.33,4.45,2,1.0
45.18,-1.61,1,1.0
45.35,4.38,2,1.0
50.2,-1.68,1,1.0
50.37,4.32,2,1.0
55.22,-1.75,1,1.0
55.38,4.25,2,1.0
60.36,-1.72,1,1.0
60.5,5.15,2,1.0
65.23,-0.51,1,1.0
65.09,7.3,2,1.0
69.77,1.62,1,1.0
69.63,9.43,2,1.0
74.31,3.75,1,1.0
74.17,11.56,2,1.0
78.85,5.88,1,1.0
78.72,13.69,2,1.0
83.4,8.01,1,1.0
83.26,15.82,2,1.0
87.99,10.16,1,1.0
88.4,17.41,2,1.0
92.75,11.97,1,1.0
93.39,18.32,2,1.0
97.77,12.37,1,1.0
98.5,18.32,2,1.0
102.79,11.62,1,1.0
103.49,17.43,2,1.0
108.34,15.99,2,1.0
107.43,9.46,1,1.0
113.31,12.69,2,1.0
111.76,6.72,1,1.0
117.14,9.36,2,1.0
115.16,2.95,1,1.0
119.85,4.96,2,1.0
123.04,0.92,2,1.0
117.32,-1.75,1,1.0
124.37,-3.97,2,1.0
118.89,-6.58,1,1.0
125.12,-8.98,2,1.0
119.05,-11.61,1,1.0
125.0,-14.09,2,1.0
118.09,-16.59,1,1.0
124.02,-19.82,2,1.0
122.05,-24.5,2,1.0
115.7,-21.13,1,1.0
119.11,-28.56,2,1.0
112.75,-25.31,1,1.0
115.74,-32.37,2,1.0
109.47,-29.16,1,1.0
108.08,-34.06,1,1.0
113.95,-37.28,2,1.0
108.15,-39.2,1,1.0
109.65,-44.05,1,1.0
115.65,-42.05,2,1.0
113.03,-47.82,1,1.0
117.15,-50.72,1,1.0
119.84,-44.98,2,1.0
122.2,-51.58,1,1.0
128.06,-51.05,1,1.0
124.98,-44.72,2,1.0
132.33,-48.42,1,1.0
129.08,-41.66,2,1.0
135.35,-44.26,1,1.0
138.21,-40.13,1,1.0
130.7,-36.89,2,1.0
140.04,-35.46,1,1.0
132.53,-32.21,2,1.0
141.87,-30.79,1,1.0
134.36,-27.54,2,1.0
143.7,-26.12,1,1.0
136.18,-22.87,2,1.0
145.53,-21.44,1,1.0
138.01,-18.2,2,1.0
147.39,-16.7,1,1.0
139.88,-13.48,2,1.0
149.3,-12.02,1,1.0
141.82,-8.74,2,1.0
151.25,-7.31,1,1.0
143.79,-4.02,2,1.0
153.21,-2.56,1,1.0
145.71,0.7,2,1.0
155.01,2.2,1,1.0
147.44,5.51,2,1.0
156.15,7.08,1,1.0
148.66,10.41,2,1.0
156.69,12.35,1,1.0
155.98,17.32,1,1.0
147.06,15.24,2,1.0
153.17,21.56,1,1.0
143.96,19.34,2,1.0
149.85,25.46,1,1.0
140.68,23.13,2,1.0
146.57,29.26,1,1.0
137.4,26.93,2,1.0
143.3,33.06,1,1.0
134.13,30.73,2,1.0
140.02,36.85,1,1.0
130.85,34.52,2,1.0
136.74,40.65,1,1.0
127.57,38.32,2,1.0
133.46,44.45,1,1.0
124.29,42.12,2,1.0
130.18,48.24,1,1.0
121.01,45.91,2,1.0
126.9,52.04,1,1.0
117.73,49.71,2,1.0
123.62,55.84,1,1.0
114.45,53.51,2,1.0
120.34,59.63,1,1.0
111.11,57.31,2,1.0
117.0,63.44,1,1.0
107.79,61.08,2,1.0
113.68,67.2,1,1.0
104.47,64.84,2,1.0
110.36,70.96,1,1.0
101.15,68.6,2,1.0
107.04,74.72,1,1.0
97.83,72.36,2,1.0
103.72,78.49,1,1.0
94.58,76.24,2,1.0
100.47,82.38,1,1.0
92.23,80.69,2,1.0
97.97,86.89,1,1.0
89.07,84.67,2,1.0
95.84,91.5,1,1.0
87.16,89.37,2,1.0
94.05,96.2,1,1.0
86.01,94.38,2,1.0
93.15,101.2,1,1.0
85.13,99.38,2,1.0
92.84,106.26,1,1.0
84.84,105.44,2,1.0
85.15,110.51,2,1.0
93.27,111.41,1,1.0
86.05,115.51,2,1.0
94.27,116.38,1,1.0
87.22,120.51,2,1.0
96.19,121.05,1,1.0
89.15,125.2,2,1.0
98.41,125.61,1,1.0
91.38,129.74,2,1.0
99.84,130.61,1,1.0
99.75,135.67,1,1.0
91.03,134.96,2,1.0
97.25,140.44,1,1.0
94.33,144.6,1,1.0
87.47,138.71,2,1.0
89.91,147.32,1,1.0
84.99,148.48,1,1.0
82.75,140.55,2,1.0
80.18,149.91,1,1.0
77.94,141.98,2,1.0
75.37,151.33,1,1.0
73.13,143.41,2,1.0
70.56,152.76,1,1.0
68.32,144.83,2,1.0
65.75,154.19,1,1.0
63.51,146.26,2,1.0
60.66,154.69,1,1.0
58.46,145.69,2,1.0
55.78,153.35,1,1.0
51.74,150.41,1,1.0
54.04,143.09,2,1.0
47.76,147.12,1,1.0
50.18,139.64,2,1.0
44.01,143.54,1,1.0
46.56,136.09,2,1.0
40.38,139.91,1,1.0
42.94,132.47,2,1.0
36.78,136.37,1,1.0
39.2,128.91,2,1.0
32.93,132.96,1,1.0
35.25,125.67,2,1.0
31.1,122.72,2,1.0
28.57,130.47,1,1.0
26.16,121.52,2,1.0
21.06,121.99,2,1.0
23.54,130.63,1,1.0
16.42,123.85,2,1.0
18.86,132.46,1,1.0
11.75,125.68,2,1.0
14.19,134.29,1,1.0
7.08,127.5,2,1.0
9.52,136.11,1,1.0
2.4,129.33,2,1.0
4.85,137.94,1,1.0
-2.27,131.16,2,1.0
0.17,139.77,1,1.0
-6.94,132.98,2,1.0
-4.5,141.59,1,1.0
-11.61,134.81,2,1.0
-9.17,143.42,1,1.0
-16.29,136.63,2,1.0
-13.84,145.24,1,1.0
-20.96,138.46,2,1.0
-18.52,147.07,1,1.0
-25.63,140.29,2,1.0
-23.37,148.94,1,1.0
-28.97,149.46,1,1.0
-30.57,141.3,2,1.0
-33.97,148.58,1,1.0
-38.03,145.61,1,1.0
-34.98,138.62,2,1.0
-41.27,141.73,1,1.0
-42.52,136.87,1,1.0
-36.7,133.91,2,1.0
-43.46,131.91,1,1.0
-37.65,128.95,2,1.0
-44.41,126.95,1,1.0
-38.59,123.99,2,1.0
-45.36,121.99,1,1.0
-39.54,119.03,2,1.0
-46.3,117.04,1,1.0
-40.49,114.08,2,1.0
-47.25,112.08,1,1.0
-41.43,109.12,2,1.0
-48.2,107.12,1,1.0
-42.38,104.16,2,1.0
-49.14,102.16,1,1.0
-43.33,99.2,2,1.0
-50.09,97.2,1,1.0
-44.27,94.24,2,1.0
-51.04,92.25,1,1.0
-45.22,89.29,2,1.0
-51.67,86.59,1,1.0
-45.48,84.19,2,1.0
-50.98,81.37,1,1.0
-44.45,79.08,2,1.0
-49.69,76.28,1,1.0
-42.76,74.28,2,1.0
-48.41,71.24,1,1.0
-41.01,69.26,2,1.0
-46.74,66.52,1,1.0
-39.1,64.28,2,1.0
-44.78,61.5,1,1.0
-37.11,59.48,2,1.0
-42.76,56.66,1,1.0
-34.94,54.53,2,1.0
-40.56,51.69,1,1.0
-32.81,49.91,2,1.0
-38.41,47.06,1,1.0
-30.57,45.26,2,1.0
-36.15,42.41,1,1.0
-28.23,40.62,2,1.0
-33.79,37.78,1,1.0
-25.82,36.04,2,1.0
-31.37,33.21,1,1.0
-23.35,31.55,2,1.0
-28.9,28.75,1,1.0
-20.86,27.21,2,1.0
-26.18,24.05,1,1.0
-18.9,22.31,2,1.0
-22.67,19.95,1,1.0
-16.18,18.08,2,1.0
-19.95,15.75,1,1.0
-17.5,11.19,1,1.0
-12.84,14.27,2,1.0
-14.46,7.14,1,1.0
-9.62,10.09,2,1.0
-11.16,3.28,1,1.0
-6.17,6.26,2,1.0
-7.37,-0.21,1,1.0
0.01601716196021992,0.0048051485880659765,M,
0.09610297176131953,0.02883089152839586,M,
0.17618878156241916,0.052856634468725745,M,
0.2562745913635187,0.07688237740905562,M,
0.33636040116461835,0.1009081203493855,M,
0.41644621096571793,0.12493386328971538,M,
0.4965320207668176,0.14895960623004526,M,
0.5766178305679173,0.17298534917037517,M,
0.6567036403690167,0.19701109211070503,M,
0.7367894501701164,0.2210368350510349,M,
0.816875259971216,0.2450625779913648,M,
0.8969610697723156,0.26908832093169466,M,
0.9770468795734152,0.29311406387202454,M,
1.0571326893745148,0.31713980681235443,M,
1.1372184991756145,0.34116554975268437,M,
1.2173043089767142,0.3651912926930142,M,
1.2973901187778136,0.3892170356333441,M,
1.377475928578913,0.4132427785736739,M,
1.457561738380013,0.43726852151400386,M,
1.5376475481811125,0.46129426445433375,M,
1.6177333579822122,0.48532000739466363,M,
1.6978191677833117,0.5093457503349935,M,
1.7779049775844111,0.5333714932753233,M,
1.857990787385511,0.5573972362156533,M,
1.9380765971866107,0.5814229791559832,M,
2.01816240698771,0.605448722096313,M,
2.09824821678881,0.629474465036643,M,
2.1783340265899094,0.6535002079769727,M,
2.258419836391009,0.6775259509173026,M,
2.3385056461921088,0.7015516938576326,M,
2.4185914559932082,0.7255774367979624,M,
2.4986772657943077,0.7496031797382923,M,
2.578763075595407,0.7736289226786222,M,
2.658848885396507,0.797654665618952,M,
2.738934695197606,0.8216804085592818,M,
2.8190205049987065,0.8457061514996119,M,
2.899106314799806,0.8697318944399417,M,
2.9791921246009054,0.8937576373802716,M,
3.0592779344020054,0.9177833803206016,M,
3.139363744203105,0.9418091232609314,M,
3.219449554004204,0.9658348662012611,M,
3.2995353638053038,0.9898606091415911,M,
3.3796211736064037,1.013886352081921,M,
3.4597069834075027,1.037912095022251,M,
3.539792793208602,1.0619378379625806,M,
3.6198786030097025,1.0859635809029107,M,
3.699964412810802,1.1099893238432406,M,
3.7800502226119015,1.1340150667835704,M,
3.8601360324130014,1.1580408097239003,M,
3.940221842214101,1.1820665526642302,M,
4.0203076520152,1.2060922956045599,M,
4.100393461816299,1.23011803854489,M,
4.1804792716174,1.2541437814852199,M,
4.260565081418499,1.2781695244255498,M,
4.340650891219598,1.3021952673658794,M,
4.420736701020699,1.3262210103062095,M,
4.500822510821798,1.3502467532465392,M,
4.580908320622897,1.3742724961868693,M,
4.6609941304239975,1.3982982391271992,M,
4.741079940225097,1.422323982067529,M,
5.215229434354935,1.5548686695974219,M,
6.298876859817546,1.7710327369102465,M,
7.399218803077253,1.8723552645752157,M,
8.396811124289675,1.8730767561147101,M,
9.232858173409616,1.8620016854101689,M,
10.068905222529558,1.8509266147056276,M,
10.904952271649499,1.8398515440010863,M,
11.74099932076944,1.828776473296545,M,
12.57704636988938,1.817701402592004,M,
13.413093419009321,1.8066263318874627,M,
14.249140468129262,1.7955512611829214,M,
15.085187517249203,1.7844761904783801,M,
15.921234566369144,1.7734011197738389,M,
16.757281615489084,1.7623260490692976,M,
17.593328664609025,1.7512509783647563,M,
18.429375713728966,1.740175907660215,M,
19.265422762848907,1.7291008369556737,M,
20.101469811968848,1.7180257662511325,M,
20.93751686108879,1.7069506955465912,M,
21.77356391020873,1.69587562484205,M,
22.60961095932867,1.6848005541375086,M,
23.44565800844861,1.6737254834329673,M,
24.28170505756855,1.662650412728426,M,
25.117752106688492,1.6515753420238848,M,
25.953799155808433,1.6405002713193435,M,
26.789846204928374,1.6294252006148022,M,
27.625893254048314,1.618350129910261,M,
28.461940303168255,1.6072750592057197,M,
29.297987352288196,1.5961999885011784,M,
30.134034401408137,1.5851249177966371,M,
30.970081450528077,1.5740498470920958,M,
31.80612849964802,1.5629747763875546,M,
32.64217554876796,1.5518997056830133,M,
33.4782225978879,1.540824634978472,M,
34.31426964700784,1.5297495642739307,M,
35.15031669612778,1.5186744935693894,M,
35.98636374524772,1.5075994228648482,M,
36.82241079436766,1.496524352160307,M,
37.65845784348761,1.4854492814557656,M,
38.49450489260755,1.4743742107512243,M,
39.33055194172749,1.463299140046683,M,
40.166598990847426,1.4522240693421418,M,
41.00264603996737,1.4411489986376005,M,
41.83869308908731,1.4300739279330594,M,
42.67474013820725,1.4189988572285182,M,
43.51078718732719,1.4079237865239769,M,
44.34683423644713,1.3968487158194354,M,
45.18288128556707,1.3857736451148943,M,
46.01892833468702,1.3746985744103528,M,
46.85497538380695,1.3636235037058118,M,
47.69102243292689,1.3525484330012705,M,
48.52706948204684,1.3414733622967292,M,
49.363116531166774,1.330398291592188,M,
50.199163580286715,1.3193232208876466,M,
51.035210629406656,1.3082481501831054,M,
51.871257678526604,1.297173079478564,M,
52.70730472764654,1.2860980087740228,M,
53.54335177676648,1.2750229380694815,M,
54.37939882588642,1.2639478673649402,M,
55.21544587500636,1.252872796660399,M,
56.05149292412631,1.2417977259558577,M,
56.88753997324624,1.2307226552513164,M,
57.72358702236618,1.2196475845467751,M,
58.711807569152825,1.2271669984301408,M,
59.79563867495007,1.3384650801534423,M,
60.8618201125996,1.5628180852604032,M,
61.89859238067964,1.8977515010748771,M,
62.77483656494599,2.2783779599497165,M,
63.153334179962535,2.4558994707874433,M,
63.53183179497907,2.6334209816251697,M,
63.91032940999561,2.810942492462896,M,
64.28882702501215,2.988464003300623,M,
64.6673246400287,3.1659855141383493,M,
65.04582225504524,3.3435070249760757,M,
65.42431987006177,3.5210285358138025,M,
65.80281748507831,3.698550046651529,M,
66.18131510009485,3.8760715574892552,M,
66.55981271511139,4.053593068326982,M,
66.93831033012793,4.231114579164709,M,
67.31680794514448,4.408636090002435,M,
67.695305560161,4.586157600840162,M,
68.07380317517755,4.763679111677888,M,
68.45230079019409,4.941200622515614,M,
68.83079840521063,5.118722133353341,M,
69.20929602022717,5.296243644191067,M,
69.58779363524371,5.473765155028795,M,
69.96629125026026,5.651286665866521,M,
70.34478886527678,5.828808176704246,M,
70.72328648029332,6.0063296875419745,M,
71.10178409530987,6.1838511983797,M,
71.48028171032641,6.361372709217427,M,
71.85877932534295,6.538894220055154,M,
72.2372769403595,6.71641573089288,M,
72.61577455537602,6.893937241730606,M,
72.99427217039256,7.071458752568333,M,
73.3727697854091,7.24898026340606,M,
73.75126740042565,7.426501774243786,M,
74.12976501544219,7.604023285081513,M,
74.50826263045873,7.781544795919239,M,
74.88676024547527,7.959066306756966,M,
75.2652578604918,8.136587817594691,M,
75.64375547550834,8.31410932843242,M,
76.02225309052488,8.491630839270146,M,
76.40075070554143,8.669152350107872,M,
76.77924832055797,8.8466738609456,M,
77.15774593557451,9.024195371783325,M,
77.53624355059105,9.201716882621053,M,
77.91474116560758,9.379238393458778,M,
78.29323878062412,9.556759904296504,M,
78.67173639564066,9.73428141513423,M,
79.0502340106572,9.911802925971958,M,
79.42873162567375,10.089324436809683,M,
79.80722924069029,10.266845947647411,M,
80.18572685570682,10.444367458485138,M,
80.56422447072336,10.621888969322864,M,
80.9427220857399,10.79941048016059,M,
81.32121970075644,10.976931990998319,M,
81.69971731577299,11.154453501836043,M,
82.07821493078953,11.33197501267377,M,
82.45671254580606,11.509496523511498,M,
82.8352101608226,11.687018034349222,M,
83.21370777583914,11.864539545186949,M,
83.59220539085568,12.042061056024677,M,
83.97070300587222,12.219582566862403,M,
84.34920062088877,12.39710407770013,M,
84.72769823590531,12.574625588537856,M,
